solution_id,decision_fingerprint,seed,S,objective,comparison,reference_oos_seed,comparison_oos_seed,histogram_bins,histogram_smoothing,js_distance,js_divergence,wasserstein,wasserstein_normalized,wasserstein_scale,wasserstein_scale_basis,ks_statistic,ks_pvalue,kl_sample_to_oos,kl_oos_to_sample,symmetric_kl,sample_mean,oos_mean,mean_signed_error_pct,mean_absolute_error_pct,q90_reestimate,q90_oos,signed_error,signed_error_pct,coverage,exceedance,coverage_gap_pp,absolute_coverage_gap_pp
formal-run-01-CCP30-solution-0158,3e4fe7b07c6e6ef3acef4afa8e7b32a0ab26ace9d3893aca6a7ec86df7ff342f,930002,5000,emission,independent_oos_baseline,930001,930002,20,0.5,0.026444221864585865,0.0006992968700234412,261754.95925192646,0.02608248935419441,10035658.625116348,oos_iqr,0.021199999999999997,0.2088385883788043,0.002840310812833199,0.0027627817624325105,0.002801546287632855,10219104780.33585,10219017428.335901,0.0008547984242231229,0.0008547984242231229,10231530131.31511,10231092029.46663,438101.84847831726,0.004282063412356545,0.9078,0.09219999999999995,0.7800000000000029,0.7800000000000029
formal-run-01-CCP30-solution-0158,3e4fe7b07c6e6ef3acef4afa8e7b32a0ab26ace9d3893aca6a7ec86df7ff342f,930002,5000,makespan,independent_oos_baseline,930001,930002,20,0.5,0.03703407615918895,0.0013715227969646074,2.0581597140916075,0.039172019133158695,52.54157839286353,oos_iqr,0.022399999999999975,0.16066237817968165,0.006367155843048501,0.0050531476082406645,0.005710151725644583,502.0108625048767,500.12755752682256,0.3765649282289595,0.3765649282289595,571.4971898733315,561.4308751718597,10.06631470147181,1.7929749051279749,0.911,0.08899999999999997,1.100000000000001,1.100000000000001
formal-run-01-CCP30-solution-0159,45f82b1917a4fa2672c7c56942211046917301ac9f7f395df5fb3e0c77ca1be6,930002,5000,cost,independent_oos_baseline,930001,930002,20,0.5,0.041514180085660476,0.0017234271481846486,13394.443954208275,0.042385672512833,316013.48191780783,oos_iqr,0.022599999999999953,0.15356912653670451,0.008118233090024228,0.006352357197198648,0.007235295143611438,11822160.389321439,11810694.93864231,0.0970768505891745,0.0970768505891745,12180161.054948468,12147898.737328164,32262.31762030348,0.2655794085702045,0.916,0.08399999999999996,1.6000000000000014,1.6000000000000014
formal-run-01-CCP30-solution-0159,45f82b1917a4fa2672c7c56942211046917301ac9f7f395df5fb3e0c77ca1be6,930002,5000,emission,independent_oos_baseline,930001,930002,20,0.5,0.030708332866762757,0.0009430017074559016,258333.05952243955,0.025568094141938544,10103727.64150238,oos_iqr,0.022400000000000087,0.16066237817967755,0.003817502057824815,0.0037335213700748432,0.0037755117139498294,9562334307.072203,9562266481.77546,0.0007093014702388799,0.0007093014702388799,9574577377.49576,9574392340.765089,185036.73067092896,0.001932621142786203,0.903,0.09699999999999998,0.30000000000000027,0.30000000000000027
formal-run-01-CCP30-solution-0159,45f82b1917a4fa2672c7c56942211046917301ac9f7f395df5fb3e0c77ca1be6,930002,5000,makespan,independent_oos_baseline,930001,930002,20,0.5,0.03994636424246352,0.001595712016191568,1.888032559344186,0.033833150163982056,55.80422012710301,oos_iqr,0.017199999999999993,0.44712245653760074,0.007178649518066708,0.005972110262192219,0.006575379890129464,510.34027903905604,508.52554363357194,0.3568621927066349,0.3568621927066349,572.8970096995209,572.1452289549073,0.7517807446135976,0.13139683887372727,0.9138,0.08620000000000005,1.3799999999999923,1.3799999999999923
formal-run-01-CCP30-solution-0160,23eb151a716fb286114d00462c9343dd9f6de4a5f5b8b60156e5313919e385cd,930002,5000,cost,independent_oos_baseline,930001,930002,20,0.5,0.03760901539772593,0.0014144380391863862,13638.252711688714,0.04398174488129173,310088.94141191617,oos_iqr,0.01980000000000004,0.27821435494794367,0.006495817265529414,0.0052481995072083025,0.0058720083863688585,11744769.26333526,11733197.210416349,0.09862659521854529,0.09862659521854529,12094384.082866944,12065961.191409342,28422.89145760238,0.23556259635443513,0.9132,0.08679999999999999,1.319999999999999,1.319999999999999
formal-run-01-CCP30-solution-0160,23eb151a716fb286114d00462c9343dd9f6de4a5f5b8b60156e5313919e385cd,930002,5000,emission,independent_oos_baseline,930001,930002,20,0.5,0.029511495162497174,0.0008709283467260941,243170.2203327941,0.02372510557886958,10249489.492235184,oos_iqr,0.021599999999999953,0.19167530614265504,0.003524160326104274,0.003453060760438698,0.003488610543271486,9532654764.445814,9532588724.579678,0.0006927799787089085,0.0006927799787089085,9545039867.847572,9544714057.164253,325810.6833190918,0.0034135195812863414,0.9044,0.09560000000000002,0.43999999999999595,0.43999999999999595
formal-run-01-CCP30-solution-0160,23eb151a716fb286114d00462c9343dd9f6de4a5f5b8b60156e5313919e385cd,930002,5000,makespan,independent_oos_baseline,930001,930002,20,0.5,0.035277652065857104,0.0012445127352796721,1.9241044300846237,0.035708435297125404,53.88375083014398,oos_iqr,0.020000000000000018,0.26738904394377594,0.005773508537536578,0.0045727362680316646,0.005173122402784121,513.0835755216883,511.28050812487146,0.3526571751052338,0.3526571751052338,573.12322759628,572.2316175467257,0.8916100495542878,0.15581279017346208,0.9154,0.08460000000000001,1.539999999999997,1.539999999999997
formal-run-01-CCP30-solution-0161,36ba5f63767487182fc2de55ad9cceb44f3fc605f6bb6009cf100a2d0d58af4f,930002,5000,cost,independent_oos_baseline,930001,930002,20,0.5,0.038923397118438584,0.0015150308432396729,13568.057381223414,0.04209667916140344,322307.07151986845,oos_iqr,0.024800000000000044,0.0909726007974492,0.0070386945133798715,0.005534691795741744,0.006286693154560808,11869632.862721002,11856931.065202191,0.10712550700482341,0.10712550700482341,12227527.685095064,12199876.364513453,27651.320581611246,0.22665246561057273,0.913,0.08699999999999997,1.3000000000000012,1.3000000000000012
formal-run-01-CCP30-solution-0161,36ba5f63767487182fc2de55ad9cceb44f3fc605f6bb6009cf100a2d0d58af4f,930002,5000,emission,independent_oos_baseline,930001,930002,20,0.5,0.03982770737720633,0.001586246274924376,252507.52348113898,0.024744392745096957,10204636.100078583,oos_iqr,0.022600000000000064,0.15356912653670052,0.006442630559944614,0.006297312394565597,0.0063699714772551055,9365904200.062042,9365822616.831469,0.000871073838479918,0.000871073838479918,9378021479.08085,9377857923.068123,163556.01272773743,0.0017440657991353674,0.9034,0.09660000000000002,0.33999999999999586,0.33999999999999586
formal-run-01-CCP30-solution-0161,36ba5f63767487182fc2de55ad9cceb44f3fc605f6bb6009cf100a2d0d58af4f,930002,5000,makespan,independent_oos_baseline,930001,930002,20,0.5,0.0438056833262608,0.0019189378916806437,2.2850961423260925,0.03984203803764151,57.35389691077563,oos_iqr,0.023399999999999976,0.1276693074850469,0.008576554952524346,0.00750722469162447,0.008041889822074409,521.3533999877609,519.1044750719738,0.43323165639736194,0.43323165639736194,574.779928385707,572.7415744418269,2.038353943880111,0.3558941824446072,0.917,0.08299999999999996,1.7000000000000015,1.7000000000000015
formal-run-01-CCP30-solution-0162,b6f86acb8af49b2b86b97f8e2e29de0e0402d0dcc327028eb7092e97d7fe4837,930002,5000,cost,independent_oos_baseline,930001,930002,20,0.5,0.03611203847512086,0.001304079322828609,13311.602847013397,0.04420343055502456,301144.11211688817,oos_iqr,0.02440000000000009,0.10042462289139704,0.005922399871619983,0.004835080389380296,0.005378740130500139,11850796.795008672,11837997.606659092,0.10811953824336484,0.10811953824336484,12199842.33948891,12170317.315156743,29525.02433216758,0.2425986403443855,0.9146,0.08540000000000003,1.4599999999999946,1.4599999999999946
formal-run-01-CCP30-solution-0162,b6f86acb8af49b2b86b97f8e2e29de0e0402d0dcc327028eb7092e97d7fe4837,930002,5000,emission,independent_oos_baseline,930001,930002,20,0.5,0.029147671308580425,0.0008495867427130425,248386.3023358089,0.024333083757040547,10207760.956888199,oos_iqr,0.021599999999999953,0.19167530614265504,0.003435962006881523,0.003367859766383347,0.003401910886632435,9510820552.389763,9510740877.078012,0.0008377403272802723,0.0008377403272802723,9523255221.721457,9522966322.792076,288898.92938041687,0.003033707351132514,0.9048,0.09519999999999995,0.48000000000000265,0.48000000000000265
formal-run-01-CCP30-solution-0162,b6f86acb8af49b2b86b97f8e2e29de0e0402d0dcc327028eb7092e97d7fe4837,930002,5000,makespan,independent_oos_baseline,930001,930002,20,0.5,0.028920251962158926,0.0008363809735547573,2.0702325638519907,0.03640859459674841,56.861095210658846,oos_iqr,0.0174,0.43234344883612585,0.003849332249384896,0.0030712642629609523,0.003460298256172924,520.8033278816376,518.7378557943252,0.3981726153665063,0.3981726153665063,577.6737233431811,575.4335837995658,2.240139543615328,0.38929593382850075,0.914,0.08599999999999997,1.4000000000000012,1.4000000000000012
formal-run-01-CCP30-solution-0164,f86bd4e9b1a46e72e423e081828c308f5377b0320fec472501a5c83d34945231,930002,5000,cost,independent_oos_baseline,930001,930002,20,0.5,0.034700238710227344,0.0012041065665467604,13531.440494793931,0.042316681279207166,319766.10844108835,oos_iqr,0.02279999999999993,0.14672889406686074,0.005435654119456846,0.004474036309458927,0.004954845214457887,12023106.294308962,12009919.629040262,0.10979811419232907,0.10979811419232907,12379672.634743268,12357965.878168417,21706.75657485053,0.17564991511424777,0.9098,0.09019999999999995,0.9800000000000031,0.9800000000000031
formal-run-01-CCP30-solution-0164,f86bd4e9b1a46e72e423e081828c308f5377b0320fec472501a5c83d34945231,930002,5000,emission,independent_oos_baseline,930001,930002,20,0.5,0.03149332287982443,0.0009918293860128732,234654.02373027685,0.022664112998501434,10353549.849746704,oos_iqr,0.01739999999999997,0.43234344883612785,0.004002862477164303,0.003946616091917155,0.003974739284540729,9380506128.976074,9380377434.264633,0.0013719566439932803,0.0013719566439932803,9393003509.109592,9392626171.89439,377337.21520233154,0.0040173771243173706,0.9046,0.09540000000000004,0.45999999999999375,0.45999999999999375
formal-run-01-CCP30-solution-0164,f86bd4e9b1a46e72e423e081828c308f5377b0320fec472501a5c83d34945231,930002,5000,makespan,independent_oos_baseline,930001,930002,20,0.5,0.02938627858816058,0.000863553369260985,2.2314259164369874,0.04033735945063821,55.319087486815704,oos_iqr,0.02200000000000002,0.17563013054961474,0.003815000694150455,0.003229605575382179,0.003522303134766317,526.0953183061954,523.868812712093,0.42501205265029146,0.42501205265029146,577.7330332471454,575.2731689991543,2.4598642479910495,0.42759933550710505,0.9138,0.08620000000000005,1.3799999999999923,1.3799999999999923
formal-run-01-CCP30-solution-0165,dac1290aabd1dfe0a02afeb3482d4f1f8ff309d22a56fc7a898ce9824e83dd40,930002,5000,cost,independent_oos_baseline,930001,930002,20,0.5,0.036284395719522446,0.001316557372730899,13142.61484165577,0.04356282704511393,301693.3411609214,oos_iqr,0.021199999999999997,0.2088385883788043,0.005948410389618009,0.004898345434297448,0.005423377911957728,11875790.546601303,11863155.066822354,0.10651028084667608,0.10651028084667608,12223821.012580942,12193735.608920127,30085.40366081521,0.24672835811534838,0.9146,0.08540000000000003,1.4599999999999946,1.4599999999999946
formal-run-01-CCP30-solution-0165,dac1290aabd1dfe0a02afeb3482d4f1f8ff309d22a56fc7a898ce9824e83dd40,930002,5000,emission,independent_oos_baseline,930001,930002,20,0.5,0.028503262874896653,0.0008124359945154618,244688.1355303112,0.024013935759149542,10189422.4247303,oos_iqr,0.0232,0.13378475057842076,0.0033090588351914704,0.003205591293253421,0.0032573250642224457,9468619012.593603,9468502407.342188,0.0012315068043372217,0.0012315068043372217,9480851490.973152,9480603981.996052,247508.9771003723,0.002610687858815738,0.9042,0.0958,0.41999999999999815,0.41999999999999815
formal-run-01-CCP30-solution-0165,dac1290aabd1dfe0a02afeb3482d4f1f8ff309d22a56fc7a898ce9824e83dd40,930002,5000,makespan,independent_oos_baseline,930001,930002,20,0.5,0.0312310281299358,0.0009753771180528411,2.1269791691423148,0.037404001763094455,56.865016278577684,oos_iqr,0.018199999999999994,0.37607543477530325,0.0043118758831683455,0.003664294154506122,0.003988085018837234,522.2379911656756,520.1182575499348,0.4075483959601721,0.4075483959601721,578.5144674116149,576.3725676648485,2.1418997467663985,0.37161722589335294,0.9124,0.08760000000000001,1.2399999999999967,1.2399999999999967
formal-run-01-CCP30-solution-0166,0985d3c856f830aed41b10fc0fa5a4a4d86aa251c6f19cee9c2045d9b95c49d0,930002,5000,cost,independent_oos_baseline,930001,930002,20,0.5,0.04085904857322422,0.001669461850309096,12069.934814189866,0.04035861680472469,299067.1080872342,oos_iqr,0.02540000000000009,0.07819890888114513,0.007654481816963125,0.006186237932008161,0.006920359874485643,11761703.003703143,11750571.553712651,0.09473113660565113,0.09473113660565113,12093939.388314093,12062374.381730141,31565.006583951414,0.2616815361970547,0.9164,0.08360000000000001,1.639999999999997,1.639999999999997
formal-run-01-CCP30-solution-0166,0985d3c856f830aed41b10fc0fa5a4a4d86aa251c6f19cee9c2045d9b95c49d0,930002,5000,emission,independent_oos_baseline,930001,930002,20,0.5,0.03594219281555641,0.001291841224390635,263344.00727578014,0.025606187381241086,10284389.60298729,oos_iqr,0.024600000000000066,0.09560116579888145,0.005275938096617354,0.005090483612965228,0.00518321085479129,9534580656.622498,9534515573.979403,0.0006826004172947516,0.0006826004172947516,9546919145.418709,9546488463.999115,430681.41959381104,0.004511411931391938,0.905,0.09499999999999997,0.5000000000000004,0.5000000000000004
formal-run-01-CCP30-solution-0166,0985d3c856f830aed41b10fc0fa5a4a4d86aa251c6f19cee9c2045d9b95c49d0,930002,5000,makespan,independent_oos_baseline,930001,930002,20,0.5,0.04234341491657896,0.001792964786797562,2.016663349509046,0.04094667120189146,49.25097182053446,oos_iqr,0.021400000000000086,0.20011475900980402,0.008015611304330351,0.007045386349929144,0.0075304988271297476,518.2229984728139,516.2763068045157,0.3770639176427038,0.3770639176427038,574.5379637636996,572.7415744418269,1.7963893218727662,0.3136474462541788,0.9162,0.08379999999999999,1.6199999999999992,1.6199999999999992
formal-run-01-CCP30-solution-0167,9aa0a0d696d50fc65c601b7a45a7ee4c7eea39b3d809f59b33dc6b17fa0b464f,930002,5000,cost,independent_oos_baseline,930001,930002,20,0.5,0.04142483079547116,0.0017160166064334153,10607.59551570416,0.03780285039013783,280603.0605160799,oos_iqr,0.022199999999999998,0.16801422440099156,0.007840759997943206,0.006403881891698553,0.007122320944820879,11728163.52399595,11718286.801036855,0.08428470071428618,0.08428470071428618,12044287.521628687,12013495.253535489,30792.268093198538,0.2563139822620447,0.918,0.08199999999999996,1.8000000000000016,1.8000000000000016
formal-run-01-CCP30-solution-0167,9aa0a0d696d50fc65c601b7a45a7ee4c7eea39b3d809f59b33dc6b17fa0b464f,930002,5000,emission,independent_oos_baseline,930001,930002,20,0.5,0.03301676542992478,0.0010901067994546758,275127.6550728406,0.027615654956737627,9962742.346826553,oos_iqr,0.0232,0.13378475057842076,0.00450414392225622,0.004256583463326763,0.004380363692791491,9582815587.656183,9582754331.584255,0.0006392324149031714,0.0006392324149031714,9594986332.600191,9594501349.461142,484983.13904953003,0.005054802968752183,0.9072,0.0928,0.7199999999999984,0.7199999999999984
formal-run-01-CCP30-solution-0167,9aa0a0d696d50fc65c601b7a45a7ee4c7eea39b3d809f59b33dc6b17fa0b464f,930002,5000,makespan,independent_oos_baseline,930001,930002,20,0.5,0.03397056140388248,0.00115399904209495,1.7076474974363505,0.03238576876644355,52.728329833742464,oos_iqr,0.018199999999999994,0.37607543477530325,0.005114957113792403,0.004391843421345532,0.0047534002675689675,516.7218333464075,515.1663305122675,0.301941866541102,0.301941866541102,576.4757106164651,575.4335837995658,1.0421268168993265,0.18110288419702641,0.9136,0.08640000000000003,1.3599999999999945,1.3599999999999945
