scenario_id,candidate_label,max_kpi_score,mean_kpi_score,max_rerouted_volume_share,mean_rerouted_volume_share,max_recovery_cost_delta_rel,mean_recovery_cost_delta_rel,monotonicity_score,recommended_role,role_priority
M1,Boundary bottleneck congestion,0.26598125708616777,0.1385333130009622,0.2892980424207263,0.26603791825002937,0.0822844729140308,0.03174439580855627,0.75,core,0
M2,Corridor/link disruption,0.1480042775327178,0.07208076112072208,0.32484839089533196,0.28291748177313164,0.07082133495460191,0.028425674300193677,0.5,core,0
