solution_id,objective,stored,replayed,matches
formal-run-01-CCP30-solution-0095,emission,9975717222.46391,9975717222.46391,True
formal-run-01-CCP30-solution-0095,makespan,570.7493163123478,570.7493163123478,True
formal-run-01-CCP30-solution-0096,cost,12068250.473372554,12068250.473372554,True
formal-run-01-CCP30-solution-0096,emission,9313028850.83906,9313028850.83906,True
formal-run-01-CCP30-solution-0096,makespan,574.7027832522273,574.7027832522273,True
formal-run-01-CCP30-solution-0097,cost,12065494.184531247,12065494.184531247,True
formal-run-01-CCP30-solution-0097,emission,9329066701.319815,9329066701.319815,True
formal-run-01-CCP30-solution-0097,makespan,570.7493163123478,570.7493163123478,True
formal-run-01-CCP30-solution-0098,cost,11931482.827262973,11931482.827262973,True
formal-run-01-CCP30-solution-0098,emission,9842898369.14057,9842898369.14057,True
formal-run-01-CCP30-solution-0098,makespan,529.6824374078126,529.6824374078126,True
formal-run-01-CCP30-solution-0099,cost,11807060.496641189,11807060.496641189,True
formal-run-01-CCP30-solution-0099,emission,9958695753.73295,9958695753.73295,True
formal-run-01-CCP30-solution-0099,makespan,574.7027832522273,574.7027832522273,True
formal-run-01-CCP30-solution-0100,cost,11938598.478340685,11938598.478340685,True
formal-run-01-CCP30-solution-0100,emission,9505717663.35044,9505717663.35044,True
formal-run-01-CCP30-solution-0100,makespan,570.7493163123478,570.7493163123478,True
formal-run-01-CCP30-solution-0101,cost,12075177.731606757,12075177.731606757,True
formal-run-01-CCP30-solution-0101,emission,9550296234.130095,9550296234.130095,True
formal-run-01-CCP30-solution-0101,makespan,545.7816027559023,545.7816027559023,True
formal-run-01-CCP30-solution-0102,cost,12166228.3698423,12166228.3698423,True
formal-run-01-CCP30-solution-0102,emission,9287192676.245312,9287192676.245312,True
formal-run-01-CCP30-solution-0102,makespan,562.9002955865794,562.9002955865794,True
formal-run-01-CCP30-solution-0103,cost,11866295.640283339,11866295.640283339,True
formal-run-01-CCP30-solution-0103,emission,9587141397.612514,9587141397.612514,True
formal-run-01-CCP30-solution-0103,makespan,574.7645130351591,574.7645130351591,True
formal-run-01-CCP30-solution-0104,cost,12091548.368183935,12091548.368183935,True
formal-run-01-CCP30-solution-0104,emission,9454949074.406963,9454949074.406963,True
formal-run-01-CCP30-solution-0104,makespan,552.8716169976149,552.8716169976149,True
formal-run-01-CCP30-solution-0105,cost,12197763.743284384,12197763.743284384,True
formal-run-01-CCP30-solution-0105,emission,9303649567.84534,9303649567.84534,True
formal-run-01-CCP30-solution-0105,makespan,556.2109218829078,556.2109218829078,True
formal-run-01-CCP30-solution-0106,cost,11857680.983344343,11857680.983344343,True
formal-run-01-CCP30-solution-0106,emission,9709498344.622908,9709498344.622908,True
formal-run-01-CCP30-solution-0106,makespan,562.9002955865794,562.9002955865794,True
formal-run-01-CCP30-solution-0107,cost,11934397.647921886,11934397.647921886,True
formal-run-01-CCP30-solution-0107,emission,9671360025.125757,9671360025.125757,True
formal-run-01-CCP30-solution-0107,makespan,536.6461741697174,536.6461741697174,True
formal-run-01-CCP30-solution-0108,cost,12017802.837301783,12017802.837301783,True
formal-run-01-CCP30-solution-0108,emission,9333963857.0018,9333963857.0018,True
formal-run-01-CCP30-solution-0108,makespan,574.7733331840851,574.7733331840851,True
formal-run-01-CCP30-solution-0109,cost,11802320.8343592,11802320.8343592,True
formal-run-01-CCP30-solution-0109,emission,9968702798.370283,9968702798.370283,True
formal-run-01-CCP30-solution-0109,makespan,573.945246781605,573.945246781605,True
formal-run-01-CCP30-solution-0110,cost,12020695.576714441,12020695.576714441,True
formal-run-01-CCP30-solution-0110,emission,9348887646.300198,9348887646.300198,True
formal-run-01-CCP30-solution-0110,makespan,574.7027832522273,574.7027832522273,True
formal-run-01-CCP30-solution-0111,cost,12072144.934728656,12072144.934728656,True
formal-run-01-CCP30-solution-0111,emission,9371536646.767988,9371536646.767988,True
formal-run-01-CCP30-solution-0111,makespan,555.2163586788495,555.2163586788495,True
formal-run-01-CCP30-solution-0112,cost,12051254.32136716,12051254.32136716,True
formal-run-01-CCP30-solution-0112,emission,9484577395.640875,9484577395.640875,True
formal-run-01-CCP30-solution-0112,makespan,554.1162728227106,554.1162728227106,True
formal-run-01-CCP30-solution-0113,cost,12053735.832533987,12053735.832533987,True
formal-run-01-CCP30-solution-0113,emission,9525957093.744818,9525957093.744818,True
formal-run-01-CCP30-solution-0113,makespan,552.8716169976149,552.8716169976149,True
formal-run-01-CCP30-solution-0114,cost,12160086.728583403,12160086.728583403,True
formal-run-01-CCP30-solution-0114,emission,9392298540.064014,9392298540.064014,True
formal-run-01-CCP30-solution-0114,makespan,552.8716169976149,552.8716169976149,True
formal-run-01-CCP30-solution-0116,cost,12110369.242390756,12110369.242390756,True
