solution_id,S,objective,seeds,mean_coverage,sd_coverage,q90_mean,q90_sd
formal-run-01-CCP30-solution-0003,100,makespan,10,0.8922800000000001,0.02762224546347463,561.5672897083887,9.67422324802032
formal-run-01-CCP30-solution-0003,300,cost,10,0.8965400000000001,0.02216324284335065,11991274.173294744,38283.321461511856
formal-run-01-CCP30-solution-0003,300,emission,10,0.89592,0.01856764210483748,10350782245.024408,1192314.7707198502
formal-run-01-CCP30-solution-0003,300,makespan,10,0.9057799999999998,0.016792180720005784,570.1563662229403,3.3225271911450442
formal-run-01-CCP30-solution-0004,30,cost,10,0.88964,0.06762844897756498,12389389.00654132,140290.56453781502
formal-run-01-CCP30-solution-0004,30,emission,10,0.87388,0.039271612591737996,9359512394.518404,2330713.314576896
formal-run-01-CCP30-solution-0004,30,makespan,10,0.8744200000000001,0.06430347839217823,567.8560333291424,13.073634318402751
formal-run-01-CCP30-solution-0004,100,cost,10,0.8976799999999999,0.027886627619703317,12375379.129865963,60091.830977402315
formal-run-01-CCP30-solution-0004,100,emission,10,0.8864599999999999,0.016110465887463076,9360117964.70145,1096473.184269394
formal-run-01-CCP30-solution-0004,100,makespan,10,0.89484,0.019526574484817125,571.7279292636724,6.254695682948077
formal-run-01-CCP30-solution-0004,300,cost,10,0.8988799999999999,0.020153014662824032,12373654.913584456,39994.097155762225
formal-run-01-CCP30-solution-0004,300,emission,10,0.89306,0.013969824623093883,9360554497.349642,967026.4481483924
formal-run-01-CCP30-solution-0004,300,makespan,10,0.90276,0.0113915368195477,574.336497503793,2.5740899756499918
formal-run-01-CCP30-solution-0005,30,cost,10,0.8837400000000001,0.06184202454641988,12055690.445561435,116350.53569931039
formal-run-01-CCP30-solution-0005,30,emission,10,0.8741999999999999,0.043232703670562464,9503157216.413858,2515709.201101355
formal-run-01-CCP30-solution-0005,30,makespan,10,0.8745,0.05160518923088603,569.72297745237,13.476050613457893
formal-run-01-CCP30-solution-0005,100,cost,10,0.90068,0.027612267804969087,12063114.125856075,49095.3452769066
formal-run-01-CCP30-solution-0005,100,emission,10,0.8888400000000001,0.025914697674400047,9503935319.271767,1653894.9703727372
formal-run-01-CCP30-solution-0005,100,makespan,10,0.8923,0.02175096421872934,574.1154256147703,1.4225518586418453
formal-run-01-CCP30-solution-0005,300,cost,10,0.89728,0.02139079760603194,12054975.829451585,36226.070377162665
formal-run-01-CCP30-solution-0005,300,emission,10,0.8932799999999999,0.017754173218335646,9504174555.293633,1119104.252572787
formal-run-01-CCP30-solution-0005,300,makespan,10,0.8920599999999999,0.01655161623528047,573.9575226804421,1.2231108857833235
formal-run-01-CCP30-solution-0006,30,cost,10,0.88138,0.06322548361046972,12027817.892191118,116839.46550414513
formal-run-01-CCP30-solution-0006,30,emission,10,0.86496,0.04426273074871605,9628952112.160675,2435683.955755213
formal-run-01-CCP30-solution-0006,30,makespan,10,0.8831399999999998,0.05518188511137007,571.5456968590508,10.518736341355993
formal-run-01-CCP30-solution-0006,100,cost,10,0.8988800000000001,0.027675934190797113,12034331.548379,45095.99469818599
formal-run-01-CCP30-solution-0006,100,emission,10,0.88834,0.028351766552838782,9630256367.57348,1755605.9640745749
formal-run-01-CCP30-solution-0006,100,makespan,10,0.89978,0.020374810155898135,574.1167240790597,2.71613016545606
formal-run-01-CCP30-solution-0006,300,cost,10,0.8971600000000001,0.020145868062707045,12029693.22619902,34207.389529860586
formal-run-01-CCP30-solution-0006,300,emission,10,0.8958,0.01579310679449177,9630627264.08672,1038800.8727572279
formal-run-01-CCP30-solution-0006,300,makespan,10,0.9050600000000001,0.009656799561851632,574.4632635788863,1.559444806446955
formal-run-01-CCP30-solution-0007,30,cost,10,0.87984,0.05761040029562564,11943469.50017168,92233.54928999118
formal-run-01-CCP30-solution-0007,30,emission,10,0.86782,0.040515176854551124,9898784059.624905,2308482.6871147747
formal-run-01-CCP30-solution-0007,30,makespan,10,0.8838000000000001,0.04161249812255928,566.6661121386317,10.108878511126383
formal-run-01-CCP30-solution-0007,100,cost,10,0.8999400000000002,0.018043170453110508,11956316.902621038,31247.354502303067
formal-run-01-CCP30-solution-0007,100,emission,10,0.8913,0.025686702136838574,9900096531.553387,1683881.061903616
formal-run-01-CCP30-solution-0007,100,makespan,10,0.8904,0.023946607275353218,568.5215769630644,5.856193043718945
formal-run-01-CCP30-solution-0007,300,cost,10,0.89886,0.015015266305404704,11953600.51333208,25118.095649175026
formal-run-01-CCP30-solution-0007,300,emission,10,0.89272,0.015384898800808254,9900151672.796461,958011.3753671474
formal-run-01-CCP30-solution-0007,300,makespan,10,0.90832,0.008647774280125482,572.0825923549656,0.4224860949987974
formal-run-01-CCP30-solution-0009,30,cost,10,0.8835599999999999,0.062443346767734643,12120386.267015224,128852.57853677221
formal-run-01-CCP30-solution-0009,30,emission,10,0.87462,0.04064671095071667,10116559729.299953,2335624.742934195
formal-run-01-CCP30-solution-0009,30,makespan,10,0.8773799999999999,0.051314840824939596,554.1969403312363,19.733439623910048
formal-run-01-CCP30-solution-0009,100,cost,10,0.89592,0.031095866106106273,12125034.900721349,61835.66474630383
formal-run-01-CCP30-solution-0009,100,emission,10,0.88778,0.02384141121848471,10117249578.274853,1484514.31477404
formal-run-01-CCP30-solution-0009,100,makespan,10,0.8949400000000001,0.026170560219877265,559.1990969291537,13.76522668312081
formal-run-01-CCP30-solution-0009,300,cost,10,0.8933200000000001,0.02258695788871683,12118050.142228493,43621.462600492
formal-run-01-CCP30-solution-0009,300,emission,10,0.8914800000000002,0.016814332510622528,10117444738.188301,1016611.9861470299
formal-run-01-CCP30-solution-0009,300,makespan,10,0.8987200000000002,0.013180187150922165,562.8049786237203,6.8996758277048365
formal-run-01-CCP30-solution-0010,30,cost,10,0.8706200000000001,0.06718183947731375,11915238.494967546,90365.86990459429
formal-run-01-CCP30-solution-0010,30,emission,10,0.86738,0.037575340613522364,9987314337.440151,2172519.571160978
formal-run-01-CCP30-solution-0010,30,makespan,10,0.88154,0.0362890923311981,558.4041010288621,13.14279202090467
formal-run-01-CCP30-solution-0010,100,cost,10,0.88656,0.033907167383902766,11922941.248342376,46139.2956679575
formal-run-01-CCP30-solution-0010,100,emission,10,0.8916999999999999,0.026026183397152607,9988690878.982944,1679179.6815581087
formal-run-01-CCP30-solution-0010,100,makespan,10,0.8919,0.018074229659318177,563.5783815484867,7.905821597758463
formal-run-01-CCP30-solution-0010,300,cost,10,0.89674,0.013083339702758556,11934504.685741011,23494.806566434952
formal-run-01-CCP30-solution-0010,300,emission,10,0.8917400000000001,0.016800806858931244,9988649035.596046,1068515.4297497624
formal-run-01-CCP30-solution-0010,300,makespan,10,0.9057600000000001,0.012687281470477072,569.0148590297456,3.4715974741449758
formal-run-01-CCP30-solution-0011,30,cost,10,0.87992,0.06499813330652916,12125714.85324833,126585.99269198501
formal-run-01-CCP30-solution-0011,30,emission,10,0.86534,0.03832887510306906,9586536277.534595,2154423.9693985656
