solution_id,decision_fingerprint,role,seed,S,objective,q90_reestimate,q90_oos,signed_error,signed_error_pct,coverage,exceedance,coverage_gap_pp,absolute_coverage_gap_pp
formal-run-01-CCP30-solution-0135,a4b3f85784d7ee32c98b060c787be1bb12b38e6550b7439a938f29b5bd442f34,independent_reestimate,940002,30,cost,12088270.605851516,12046592.97382947,41677.63202204555,0.3459702848148668,0.923,0.07699999999999996,2.300000000000002,2.300000000000002
formal-run-01-CCP30-solution-0135,a4b3f85784d7ee32c98b060c787be1bb12b38e6550b7439a938f29b5bd442f34,independent_reestimate,940002,30,emission,10222816960.09723,10224878373.73811,-2061413.6408786774,-0.020160764417240164,0.8636,0.13639999999999997,-3.639999999999999,3.639999999999999
formal-run-01-CCP30-solution-0135,a4b3f85784d7ee32c98b060c787be1bb12b38e6550b7439a938f29b5bd442f34,independent_reestimate,940002,30,makespan,572.1345747830127,571.3149187938543,0.8196559891583775,0.14346833282225757,0.9144,0.08560000000000001,1.4399999999999968,1.4399999999999968
formal-run-01-CCP30-solution-0135,a4b3f85784d7ee32c98b060c787be1bb12b38e6550b7439a938f29b5bd442f34,independent_reestimate,940002,100,cost,12108638.00720289,12046592.97382947,62045.033373419195,0.5150421659319648,0.9334,0.06659999999999999,3.3399999999999985,3.3399999999999985
formal-run-01-CCP30-solution-0135,a4b3f85784d7ee32c98b060c787be1bb12b38e6550b7439a938f29b5bd442f34,independent_reestimate,940002,100,emission,10225167714.088036,10224878373.73811,289340.3499259949,0.0028297681336645086,0.9042,0.0958,0.41999999999999815,0.41999999999999815
formal-run-01-CCP30-solution-0135,a4b3f85784d7ee32c98b060c787be1bb12b38e6550b7439a938f29b5bd442f34,independent_reestimate,940002,100,makespan,576.2283931042671,571.3149187938543,4.9134743104127665,0.8600290573167545,0.9392,0.060799999999999965,3.9200000000000013,3.9200000000000013
formal-run-01-CCP30-solution-0135,a4b3f85784d7ee32c98b060c787be1bb12b38e6550b7439a938f29b5bd442f34,independent_reestimate,940002,300,cost,12045195.547001053,12046592.97382947,-1397.426828417927,-0.011600182984963105,0.8996,0.10040000000000004,-0.0400000000000067,0.0400000000000067
formal-run-01-CCP30-solution-0135,a4b3f85784d7ee32c98b060c787be1bb12b38e6550b7439a938f29b5bd442f34,independent_reestimate,940002,300,emission,10224719299.215378,10224878373.73811,-159074.522731781,-0.0015557595593542989,0.8968,0.10319999999999996,-0.31999999999999806,0.31999999999999806
formal-run-01-CCP30-solution-0135,a4b3f85784d7ee32c98b060c787be1bb12b38e6550b7439a938f29b5bd442f34,independent_reestimate,940002,300,makespan,574.3732800499222,571.3149187938543,3.058361256067883,0.5353196906750866,0.9242,0.07579999999999998,2.42,2.42
formal-run-01-CCP30-solution-0136,88d5f7b3ea0e6a6e01dec4087abf75e2aefea778c9b55b69479121dcc083aaa5,independent_reestimate,940002,30,cost,12335369.304062532,12341454.602607366,-6085.298544833437,-0.04930779021419244,0.897,0.10299999999999998,-0.30000000000000027,0.30000000000000027
formal-run-01-CCP30-solution-0136,88d5f7b3ea0e6a6e01dec4087abf75e2aefea778c9b55b69479121dcc083aaa5,independent_reestimate,940002,30,emission,9375753626.529829,9377340513.361368,-1586886.831539154,-0.01692256807010546,0.8786,0.12139999999999995,-2.1399999999999975,2.1399999999999975
formal-run-01-CCP30-solution-0136,88d5f7b3ea0e6a6e01dec4087abf75e2aefea778c9b55b69479121dcc083aaa5,independent_reestimate,940002,30,makespan,566.8733040120892,574.9746579229685,-8.101353910879311,-1.408993213743462,0.865,0.135,-3.500000000000003,3.500000000000003
formal-run-01-CCP30-solution-0136,88d5f7b3ea0e6a6e01dec4087abf75e2aefea778c9b55b69479121dcc083aaa5,independent_reestimate,940002,100,cost,12387553.604749268,12341454.602607366,46099.00214190222,0.3735297307025943,0.921,0.07899999999999996,2.100000000000002,2.100000000000002
formal-run-01-CCP30-solution-0136,88d5f7b3ea0e6a6e01dec4087abf75e2aefea778c9b55b69479121dcc083aaa5,independent_reestimate,940002,100,emission,9375721642.869461,9377340513.361368,-1618870.4919071198,-0.01726364196330997,0.8782,0.12180000000000002,-2.180000000000004,2.180000000000004
formal-run-01-CCP30-solution-0136,88d5f7b3ea0e6a6e01dec4087abf75e2aefea778c9b55b69479121dcc083aaa5,independent_reestimate,940002,100,makespan,571.9953468825811,574.9746579229685,-2.9793110403874152,-0.5181638876311249,0.89,0.10999999999999999,-1.0000000000000009,1.0000000000000009
formal-run-01-CCP30-solution-0136,88d5f7b3ea0e6a6e01dec4087abf75e2aefea778c9b55b69479121dcc083aaa5,independent_reestimate,940002,300,cost,12304333.970489252,12341454.602607366,-37120.63211811334,-0.3007800402253305,0.8802,0.11980000000000002,-1.980000000000004,1.980000000000004
formal-run-01-CCP30-solution-0136,88d5f7b3ea0e6a6e01dec4087abf75e2aefea778c9b55b69479121dcc083aaa5,independent_reestimate,940002,300,emission,9375932396.933754,9377340513.361368,-1408116.427614212,-0.0150161597054927,0.881,0.119,-1.9000000000000017,1.9000000000000017
formal-run-01-CCP30-solution-0136,88d5f7b3ea0e6a6e01dec4087abf75e2aefea778c9b55b69479121dcc083aaa5,independent_reestimate,940002,300,makespan,572.1345747830127,574.9746579229685,-2.840083139955823,-0.4939492725149496,0.891,0.10899999999999999,-0.9000000000000008,0.9000000000000008
formal-run-01-CCP30-solution-0137,57d44cfae06ccbee9e58e4d30b75b0cd924cb083c8d24a7dca7e0c58e7cd8347,independent_reestimate,940002,30,cost,12168298.89376108,12257919.52783626,-89620.6340751797,-0.7311243467675084,0.8466,0.15339999999999998,-5.34,5.34
formal-run-01-CCP30-solution-0137,57d44cfae06ccbee9e58e4d30b75b0cd924cb083c8d24a7dca7e0c58e7cd8347,independent_reestimate,940002,30,emission,9434812539.178,9436706606.220127,-1894067.0421276093,-0.020071271908349366,0.8682,0.13180000000000003,-3.180000000000005,3.180000000000005
formal-run-01-CCP30-solution-0137,57d44cfae06ccbee9e58e4d30b75b0cd924cb083c8d24a7dca7e0c58e7cd8347,independent_reestimate,940002,30,makespan,557.3067931290319,575.4335837995658,-18.126790670533865,-3.1501099659222813,0.8582,0.14180000000000004,-4.180000000000006,4.180000000000006
formal-run-01-CCP30-solution-0137,57d44cfae06ccbee9e58e4d30b75b0cd924cb083c8d24a7dca7e0c58e7cd8347,independent_reestimate,940002,100,cost,12274274.305304741,12257919.52783626,16354.777468482032,0.133422131148294,0.9086,0.09140000000000004,0.8599999999999941,0.8599999999999941
formal-run-01-CCP30-solution-0137,57d44cfae06ccbee9e58e4d30b75b0cd924cb083c8d24a7dca7e0c58e7cd8347,independent_reestimate,940002,100,emission,9434940920.899279,9436706606.220127,-1765685.320848465,-0.018710821418190835,0.8704,0.12960000000000005,-2.960000000000007,2.960000000000007
formal-run-01-CCP30-solution-0137,57d44cfae06ccbee9e58e4d30b75b0cd924cb083c8d24a7dca7e0c58e7cd8347,independent_reestimate,940002,100,makespan,571.6638825295346,575.4335837995658,-3.7697012700311916,-0.6551062322675015,0.8826,0.11739999999999995,-1.739999999999997,1.739999999999997
formal-run-01-CCP30-solution-0137,57d44cfae06ccbee9e58e4d30b75b0cd924cb083c8d24a7dca7e0c58e7cd8347,independent_reestimate,940002,300,cost,12227891.480968615,12257919.52783626,-30028.046867644414,-0.24496854298524587,0.8832,0.11680000000000001,-1.6800000000000037,1.6800000000000037
formal-run-01-CCP30-solution-0137,57d44cfae06ccbee9e58e4d30b75b0cd924cb083c8d24a7dca7e0c58e7cd8347,independent_reestimate,940002,300,emission,9435213222.346357,9436706606.220127,-1493383.8737697601,-0.01582526548812494,0.8744,0.12560000000000004,-2.5600000000000067,2.5600000000000067
formal-run-01-CCP30-solution-0137,57d44cfae06ccbee9e58e4d30b75b0cd924cb083c8d24a7dca7e0c58e7cd8347,independent_reestimate,940002,300,makespan,572.1345747830127,575.4335837995658,-3.2990090165531,-0.5733083903045545,0.8884,0.11160000000000003,-1.1600000000000055,1.1600000000000055
formal-run-01-CCP30-solution-0138,6134b0a9d23be42df920b4d21872147eb584b0189686f4c87918f119f8323727,independent_reestimate,940002,30,cost,12091227.224551532,12100985.199364103,-9757.97481257096,-0.08063785428878743,0.8966,0.10340000000000005,-0.34000000000000696,0.34000000000000696
formal-run-01-CCP30-solution-0138,6134b0a9d23be42df920b4d21872147eb584b0189686f4c87918f119f8323727,independent_reestimate,940002,30,emission,9612422647.215067,9614989658.79115,-2567011.5760822296,-0.026698017025272275,0.8558,0.1442,-4.420000000000002,4.420000000000002
formal-run-01-CCP30-solution-0138,6134b0a9d23be42df920b4d21872147eb584b0189686f4c87918f119f8323727,independent_reestimate,940002,30,makespan,559.922563634201,572.4251146165554,-12.502550982354478,-2.1841373942387965,0.8566,0.14339999999999997,-4.34,4.34
formal-run-01-CCP30-solution-0138,6134b0a9d23be42df920b4d21872147eb584b0189686f4c87918f119f8323727,independent_reestimate,940002,100,cost,12168727.26340911,12100985.199364103,67742.06404500641,0.5598061887437578,0.9324,0.0676,3.2399999999999984,3.2399999999999984
formal-run-01-CCP30-solution-0138,6134b0a9d23be42df920b4d21872147eb584b0189686f4c87918f119f8323727,independent_reestimate,940002,100,emission,9614346935.589716,9614989658.79115,-642723.2014331818,-0.006684595867927211,0.8908,0.10919999999999996,-0.9199999999999986,0.9199999999999986
formal-run-01-CCP30-solution-0138,6134b0a9d23be42df920b4d21872147eb584b0189686f4c87918f119f8323727,independent_reestimate,940002,100,makespan,572.1061426231878,572.4251146165554,-0.31897199336765425,-0.05572292081931464,0.8922,0.1078,-0.7800000000000029,0.7800000000000029
formal-run-01-CCP30-solution-0138,6134b0a9d23be42df920b4d21872147eb584b0189686f4c87918f119f8323727,independent_reestimate,940002,300,cost,12077623.224509066,12100985.199364103,-23361.974855037406,-0.19305845325936816,0.8896,0.11040000000000005,-1.0400000000000076,1.0400000000000076
formal-run-01-CCP30-solution-0138,6134b0a9d23be42df920b4d21872147eb584b0189686f4c87918f119f8323727,independent_reestimate,940002,300,emission,9613966295.73826,9614989658.79115,-1023363.0528888702,-0.010643412933400214,0.885,0.11499999999999999,-1.5000000000000013,1.5000000000000013
formal-run-01-CCP30-solution-0138,6134b0a9d23be42df920b4d21872147eb584b0189686f4c87918f119f8323727,independent_reestimate,940002,300,makespan,572.6902050529201,572.4251146165554,0.2650904363646305,0.04631006390105785,0.905,0.09499999999999997,0.5000000000000004,0.5000000000000004
formal-run-01-CCP30-solution-0139,5abc2cbd79dd3af8068a74f4a608790c1fa1c528293e242019a4bbfd55880c1b,independent_reestimate,940002,30,cost,12251351.982064215,12295816.75741249,-44464.77534827404,-0.3616252277138776,0.8758,0.12419999999999998,-2.42,2.42
formal-run-01-CCP30-solution-0139,5abc2cbd79dd3af8068a74f4a608790c1fa1c528293e242019a4bbfd55880c1b,independent_reestimate,940002,30,emission,9415656840.28823,9418082694.435818,-2425854.1475868225,-0.025757409722257076,0.863,0.137,-3.7000000000000033,3.7000000000000033
formal-run-01-CCP30-solution-0139,5abc2cbd79dd3af8068a74f4a608790c1fa1c528293e242019a4bbfd55880c1b,independent_reestimate,940002,30,makespan,557.3067931290319,575.2597994988548,-17.9530063698229,-3.1208518977795596,0.8582,0.14180000000000004,-4.180000000000006,4.180000000000006
formal-run-01-CCP30-solution-0139,5abc2cbd79dd3af8068a74f4a608790c1fa1c528293e242019a4bbfd55880c1b,independent_reestimate,940002,100,cost,12291751.387807356,12295816.75741249,-4065.36960513331,-0.03306303017798729,0.8978,0.10219999999999996,-0.21999999999999797,0.21999999999999797
formal-run-01-CCP30-solution-0139,5abc2cbd79dd3af8068a74f4a608790c1fa1c528293e242019a4bbfd55880c1b,independent_reestimate,940002,100,emission,9416836171.238379,9418082694.435818,-1246523.1974391937,-0.013235424214056189,0.8826,0.11739999999999995,-1.739999999999997,1.739999999999997
formal-run-01-CCP30-solution-0139,5abc2cbd79dd3af8068a74f4a608790c1fa1c528293e242019a4bbfd55880c1b,independent_reestimate,940002,100,makespan,571.6638825295346,575.2597994988548,-3.5959169693202284,-0.6250944308037619,0.8826,0.11739999999999995,-1.739999999999997,1.739999999999997
formal-run-01-CCP30-solution-0139,5abc2cbd79dd3af8068a74f4a608790c1fa1c528293e242019a4bbfd55880c1b,independent_reestimate,940002,300,cost,12251351.982064215,12295816.75741249,-44464.77534827404,-0.3616252277138776,0.8758,0.12419999999999998,-2.42,2.42
formal-run-01-CCP30-solution-0139,5abc2cbd79dd3af8068a74f4a608790c1fa1c528293e242019a4bbfd55880c1b,independent_reestimate,940002,300,emission,9416836171.238379,9418082694.435818,-1246523.1974391937,-0.013235424214056189,0.8826,0.11739999999999995,-1.739999999999997,1.739999999999997
formal-run-01-CCP30-solution-0139,5abc2cbd79dd3af8068a74f4a608790c1fa1c528293e242019a4bbfd55880c1b,independent_reestimate,940002,300,makespan,572.1345747830127,575.2597994988548,-3.125224715842137,-0.5432718779523127,0.8884,0.11160000000000003,-1.1600000000000055,1.1600000000000055
formal-run-01-CCP30-solution-0140,fde56ff342310c66a1d148d23a00c60cf80b72347ee2ff9e4e44acb205a6dd0f,independent_reestimate,940002,30,cost,12043803.371120175,12051641.807899456,-7838.4367792811245,-0.06504040614734571,0.8962,0.1038,-0.38000000000000256,0.38000000000000256
formal-run-01-CCP30-solution-0140,fde56ff342310c66a1d148d23a00c60cf80b72347ee2ff9e4e44acb205a6dd0f,independent_reestimate,940002,30,emission,9683012058.12524,9685146754.838097,-2134696.7128562927,-0.022040933058551034,0.8644,0.13560000000000005,-3.5600000000000076,3.5600000000000076
formal-run-01-CCP30-solution-0140,fde56ff342310c66a1d148d23a00c60cf80b72347ee2ff9e4e44acb205a6dd0f,independent_reestimate,940002,30,makespan,559.922563634201,572.0433803120075,-12.120816677806488,-2.118863200758564,0.8616,0.13839999999999997,-3.839999999999999,3.839999999999999
formal-run-01-CCP30-solution-0140,fde56ff342310c66a1d148d23a00c60cf80b72347ee2ff9e4e44acb205a6dd0f,independent_reestimate,940002,100,cost,12101481.264342258,12051641.807899456,49839.45644280128,0.4135491017508764,0.9226,0.07740000000000002,2.2599999999999953,2.2599999999999953
formal-run-01-CCP30-solution-0140,fde56ff342310c66a1d148d23a00c60cf80b72347ee2ff9e4e44acb205a6dd0f,independent_reestimate,940002,100,emission,9684143710.560604,9685146754.838097,-1003044.2774925232,-0.010356521205953484,0.8854,0.11460000000000004,-1.4600000000000057,1.4600000000000057
formal-run-01-CCP30-solution-0140,fde56ff342310c66a1d148d23a00c60cf80b72347ee2ff9e4e44acb205a6dd0f,independent_reestimate,940002,100,makespan,571.9953468825811,572.0433803120075,-0.04803342942636846,-0.008396815884866942,0.8986,0.10140000000000005,-0.14000000000000679,0.14000000000000679
formal-run-01-CCP30-solution-0140,fde56ff342310c66a1d148d23a00c60cf80b72347ee2ff9e4e44acb205a6dd0f,independent_reestimate,940002,300,cost,12024300.994182827,12051641.807899456,-27340.81371662952,-0.22686380953264404,0.8848,0.11519999999999997,-1.5199999999999991,1.5199999999999991
formal-run-01-CCP30-solution-0140,fde56ff342310c66a1d148d23a00c60cf80b72347ee2ff9e4e44acb205a6dd0f,independent_reestimate,940002,300,emission,9684169636.199755,9685146754.838097,-977118.6383419037,-0.010088836680288774,0.8854,0.11460000000000004,-1.4600000000000057,1.4600000000000057
formal-run-01-CCP30-solution-0140,fde56ff342310c66a1d148d23a00c60cf80b72347ee2ff9e4e44acb205a6dd0f,independent_reestimate,940002,300,makespan,572.5682925711382,572.0433803120075,0.5249122591307014,0.09176091834930429,0.9138,0.08620000000000005,1.3799999999999923,1.3799999999999923
formal-run-01-CCP30-solution-0141,46a3205930d78efb018ebdf06c9e81240b0f799794076ec16933679cde2af0a0,independent_reestimate,940002,30,cost,11911921.07962819,11987514.135991173,-75593.05636298284,-0.6305982667083839,0.8478,0.1522,-5.220000000000002,5.220000000000002
formal-run-01-CCP30-solution-0141,46a3205930d78efb018ebdf06c9e81240b0f799794076ec16933679cde2af0a0,independent_reestimate,940002,30,emission,9891727114.999426,9895527911.527739,-3800796.528312683,-0.038409234578429784,0.832,0.16800000000000004,-6.800000000000006,6.800000000000006
formal-run-01-CCP30-solution-0141,46a3205930d78efb018ebdf06c9e81240b0f799794076ec16933679cde2af0a0,independent_reestimate,940002,30,makespan,559.922563634201,571.7231058095942,-11.800542175393275,-2.064031006527714,0.86,0.14,-4.0000000000000036,4.0000000000000036
formal-run-01-CCP30-solution-0141,46a3205930d78efb018ebdf06c9e81240b0f799794076ec16933679cde2af0a0,independent_reestimate,940002,100,cost,12040321.008570379,11987514.135991173,52806.87257920578,0.44051562300693387,0.9254,0.0746,2.539999999999998,2.539999999999998
formal-run-01-CCP30-solution-0141,46a3205930d78efb018ebdf06c9e81240b0f799794076ec16933679cde2af0a0,independent_reestimate,940002,100,emission,9894611932.112137,9895527911.527739,-915979.4156017303,-0.009256498731458939,0.8854,0.11460000000000004,-1.4600000000000057,1.4600000000000057
formal-run-01-CCP30-solution-0141,46a3205930d78efb018ebdf06c9e81240b0f799794076ec16933679cde2af0a0,independent_reestimate,940002,100,makespan,570.3190102077656,571.7231058095942,-1.404095601828658,-0.245590144522911,0.8884,0.11160000000000003,-1.1600000000000055,1.1600000000000055
formal-run-01-CCP30-solution-0141,46a3205930d78efb018ebdf06c9e81240b0f799794076ec16933679cde2af0a0,independent_reestimate,940002,300,cost,11989740.78542499,11987514.135991173,2226.6494338177145,0.018574738753654087,0.9016,0.09840000000000004,0.15999999999999348,0.15999999999999348
formal-run-01-CCP30-solution-0141,46a3205930d78efb018ebdf06c9e81240b0f799794076ec16933679cde2af0a0,independent_reestimate,940002,300,emission,9894403599.300203,9895527911.527739,-1124312.2275352478,-0.01136182159847669,0.882,0.118,-1.8000000000000016,1.8000000000000016
formal-run-01-CCP30-solution-0141,46a3205930d78efb018ebdf06c9e81240b0f799794076ec16933679cde2af0a0,independent_reestimate,940002,300,makespan,572.1345747830127,571.7231058095942,0.4114689734184367,0.07196997449242006,0.9108,0.08919999999999995,1.0800000000000032,1.0800000000000032
formal-run-01-CCP30-solution-0142,791edc8706d6c38d2d69e222a76263916533ef985e635ff043a857d42ce26180,independent_reestimate,940002,30,cost,11947926.569355428,11987092.68769786,-39166.11834243126,-0.32673575956100476,0.8736,0.12639999999999996,-2.639999999999998,2.639999999999998
formal-run-01-CCP30-solution-0142,791edc8706d6c38d2d69e222a76263916533ef985e635ff043a857d42ce26180,independent_reestimate,940002,30,emission,9743402510.583471,9745963983.48949,-2561472.906019211,-0.02628239659369323,0.8572,0.14280000000000004,-4.2800000000000065,4.2800000000000065
formal-run-01-CCP30-solution-0142,791edc8706d6c38d2d69e222a76263916533ef985e635ff043a857d42ce26180,independent_reestimate,940002,30,makespan,562.583222836322,572.4182364813093,-9.835013644987384,-1.7181516971653152,0.862,0.138,-3.8000000000000034,3.8000000000000034
formal-run-01-CCP30-solution-0142,791edc8706d6c38d2d69e222a76263916533ef985e635ff043a857d42ce26180,independent_reestimate,940002,100,cost,12027817.57879509,11987092.68769786,40724.89109723084,0.3397395194835364,0.9244,0.0756,2.4399999999999977,2.4399999999999977
formal-run-01-CCP30-solution-0142,791edc8706d6c38d2d69e222a76263916533ef985e635ff043a857d42ce26180,independent_reestimate,940002,100,emission,9745003151.096172,9745963983.48949,-960832.3933181763,-0.009858772256350524,0.885,0.11499999999999999,-1.5000000000000013,1.5000000000000013
formal-run-01-CCP30-solution-0142,791edc8706d6c38d2d69e222a76263916533ef985e635ff043a857d42ce26180,independent_reestimate,940002,100,makespan,571.6638825295346,572.4182364813093,-0.7543539517747604,-0.1317837035402333,0.8838,0.11619999999999997,-1.6199999999999992,1.6199999999999992
formal-run-01-CCP30-solution-0142,791edc8706d6c38d2d69e222a76263916533ef985e635ff043a857d42ce26180,independent_reestimate,940002,300,cost,11951291.870948587,11987092.68769786,-35800.81674927287,-0.2986613825553765,0.8752,0.12480000000000002,-2.4800000000000044,2.4800000000000044
formal-run-01-CCP30-solution-0142,791edc8706d6c38d2d69e222a76263916533ef985e635ff043a857d42ce26180,independent_reestimate,940002,300,emission,9745013383.098766,9745963983.48949,-950600.3907241821,-0.009753785180558657,0.885,0.11499999999999999,-1.5000000000000013,1.5000000000000013
formal-run-01-CCP30-solution-0142,791edc8706d6c38d2d69e222a76263916533ef985e635ff043a857d42ce26180,independent_reestimate,940002,300,makespan,572.6899184819423,572.4182364813093,0.2716820006329499,0.04746214975661784,0.9046,0.09540000000000004,0.45999999999999375,0.45999999999999375
formal-run-01-CCP30-solution-0143,92f337d743c3c76678d0eb57c26bd889395781794b11a4df9009676369095417,independent_reestimate,940002,30,cost,12168958.361625053,12227262.957907896,-58304.5962828435,-0.4768409453821013,0.8632,0.13680000000000003,-3.6800000000000055,3.6800000000000055
formal-run-01-CCP30-solution-0143,92f337d743c3c76678d0eb57c26bd889395781794b11a4df9009676369095417,independent_reestimate,940002,30,emission,9425183938.96874,9427375502.758144,-2191563.7894039154,-0.023246807011800208,0.8622,0.13780000000000003,-3.7800000000000056,3.7800000000000056
formal-run-01-CCP30-solution-0143,92f337d743c3c76678d0eb57c26bd889395781794b11a4df9009676369095417,independent_reestimate,940002,30,makespan,557.3067931290319,576.6750311630251,-19.36823803399318,-3.3586052780769364,0.8436,0.15639999999999998,-5.640000000000001,5.640000000000001
formal-run-01-CCP30-solution-0143,92f337d743c3c76678d0eb57c26bd889395781794b11a4df9009676369095417,independent_reestimate,940002,100,cost,12249843.861893833,12227262.957907896,22580.903985936195,0.18467668572820015,0.9116,0.08840000000000003,1.1599999999999944,1.1599999999999944
formal-run-01-CCP30-solution-0143,92f337d743c3c76678d0eb57c26bd889395781794b11a4df9009676369095417,independent_reestimate,940002,100,emission,9426502555.901443,9427375502.758144,-872946.8567008972,-0.00925970177432204,0.8866,0.11339999999999995,-1.3399999999999967,1.3399999999999967
formal-run-01-CCP30-solution-0143,92f337d743c3c76678d0eb57c26bd889395781794b11a4df9009676369095417,independent_reestimate,940002,100,makespan,571.9953468825811,576.6750311630251,-4.6796842804440075,-0.8114941739381583,0.8788,0.12119999999999997,-2.1199999999999997,2.1199999999999997
formal-run-01-CCP30-solution-0143,92f337d743c3c76678d0eb57c26bd889395781794b11a4df9009676369095417,independent_reestimate,940002,300,cost,12183859.026673863,12227262.957907896,-43403.93123403378,-0.3549766728944239,0.8716,0.12839999999999996,-2.839999999999998,2.839999999999998
formal-run-01-CCP30-solution-0143,92f337d743c3c76678d0eb57c26bd889395781794b11a4df9009676369095417,independent_reestimate,940002,300,emission,9426642082.24519,9427375502.758144,-733420.5129547119,-0.007779689190699329,0.8892,0.11080000000000001,-1.0800000000000032,1.0800000000000032
formal-run-01-CCP30-solution-0143,92f337d743c3c76678d0eb57c26bd889395781794b11a4df9009676369095417,independent_reestimate,940002,300,makespan,577.4121155047058,576.6750311630251,0.7370843416806565,0.12781623997039052,0.906,0.09399999999999997,0.6000000000000005,0.6000000000000005
formal-run-01-CCP30-solution-0144,30af8df26e007aef56763692ceb9fa1cebacf242b39248f44feeff081f57472d,independent_reestimate,940002,30,cost,11873770.063773084,11959212.376321902,-85442.31254881807,-0.7144476564191274,0.8362,0.16379999999999995,-6.379999999999997,6.379999999999997
formal-run-01-CCP30-solution-0144,30af8df26e007aef56763692ceb9fa1cebacf242b39248f44feeff081f57472d,independent_reestimate,940002,30,emission,9962867815.40232,9965885869.771366,-3018054.3690452576,-0.030283854425823327,0.8496,0.15039999999999998,-5.04,5.04
formal-run-01-CCP30-solution-0144,30af8df26e007aef56763692ceb9fa1cebacf242b39248f44feeff081f57472d,independent_reestimate,940002,30,makespan,562.583222836322,571.7918687705101,-9.208645934188098,-1.6104891372430497,0.8638,0.1362,-3.620000000000001,3.620000000000001
formal-run-01-CCP30-solution-0144,30af8df26e007aef56763692ceb9fa1cebacf242b39248f44feeff081f57472d,independent_reestimate,940002,100,cost,12005224.81436892,11959212.376321902,46012.4380470179,0.38474471895923623,0.9248,0.07520000000000004,2.4799999999999933,2.4799999999999933
formal-run-01-CCP30-solution-0144,30af8df26e007aef56763692ceb9fa1cebacf242b39248f44feeff081f57472d,independent_reestimate,940002,100,emission,9964737568.78158,9965885869.771366,-1148300.989786148,-0.011522317281087747,0.8816,0.11839999999999995,-1.8399999999999972,1.8399999999999972
formal-run-01-CCP30-solution-0144,30af8df26e007aef56763692ceb9fa1cebacf242b39248f44feeff081f57472d,independent_reestimate,940002,100,makespan,570.3190102077656,571.7918687705101,-1.4728585627444772,-0.257586482632479,0.8864,0.11360000000000003,-1.3600000000000056,1.3600000000000056
formal-run-01-CCP30-solution-0144,30af8df26e007aef56763692ceb9fa1cebacf242b39248f44feeff081f57472d,independent_reestimate,940002,300,cost,11939182.891597608,11959212.376321902,-20029.484724294394,-0.16748163753618808,0.8878,0.11219999999999997,-1.2199999999999989,1.2199999999999989
formal-run-01-CCP30-solution-0144,30af8df26e007aef56763692ceb9fa1cebacf242b39248f44feeff081f57472d,independent_reestimate,940002,300,emission,9964737568.78158,9965885869.771366,-1148300.989786148,-0.011522317281087747,0.8816,0.11839999999999995,-1.8399999999999972,1.8399999999999972
formal-run-01-CCP30-solution-0144,30af8df26e007aef56763692ceb9fa1cebacf242b39248f44feeff081f57472d,independent_reestimate,940002,300,makespan,572.6899184819423,571.7918687705101,0.8980497114322361,0.15705884614331064,0.919,0.08099999999999996,1.9000000000000017,1.9000000000000017
formal-run-01-CCP30-solution-0145,0df946bd8d1248ec2e7361bf4ad6f7549fae115c52210e03f6e9d32ece6432ae,independent_reestimate,940002,30,cost,12010592.88814645,12006648.88340964,3944.0047368109226,0.03284850564973719,0.9022,0.0978,0.21999999999999797,0.21999999999999797
formal-run-01-CCP30-solution-0145,0df946bd8d1248ec2e7361bf4ad6f7549fae115c52210e03f6e9d32ece6432ae,independent_reestimate,940002,30,emission,9576618793.16358,9577347330.615019,-728537.4514389038,-0.007606881386770381,0.8884,0.11160000000000003,-1.1600000000000055,1.1600000000000055
formal-run-01-CCP30-solution-0145,0df946bd8d1248ec2e7361bf4ad6f7549fae115c52210e03f6e9d32ece6432ae,independent_reestimate,940002,30,makespan,575.6658929829547,575.1175016750176,0.548391307937095,0.09535291594151055,0.905,0.09499999999999997,0.5000000000000004,0.5000000000000004
formal-run-01-CCP30-solution-0145,0df946bd8d1248ec2e7361bf4ad6f7549fae115c52210e03f6e9d32ece6432ae,independent_reestimate,940002,100,cost,12083290.493942063,12006648.88340964,76641.61053242348,0.6383264079482172,0.9356,0.06440000000000001,3.5599999999999965,3.5599999999999965
formal-run-01-CCP30-solution-0145,0df946bd8d1248ec2e7361bf4ad6f7549fae115c52210e03f6e9d32ece6432ae,independent_reestimate,940002,100,emission,9576963883.567404,9577347330.615019,-383447.04761505127,-0.004003687392534273,0.8948,0.10519999999999996,-0.5199999999999982,0.5199999999999982
formal-run-01-CCP30-solution-0145,0df946bd8d1248ec2e7361bf4ad6f7549fae115c52210e03f6e9d32ece6432ae,independent_reestimate,940002,100,makespan,576.4048204098331,575.1175016750176,1.2873187348154715,0.22383577809163915,0.9158,0.08420000000000005,1.5799999999999925,1.5799999999999925
formal-run-01-CCP30-solution-0145,0df946bd8d1248ec2e7361bf4ad6f7549fae115c52210e03f6e9d32ece6432ae,independent_reestimate,940002,300,cost,11987093.851746252,12006648.88340964,-19555.031663388014,-0.16286835613564465,0.8858,0.11419999999999997,-1.419999999999999,1.419999999999999
formal-run-01-CCP30-solution-0145,0df946bd8d1248ec2e7361bf4ad6f7549fae115c52210e03f6e9d32ece6432ae,independent_reestimate,940002,300,emission,9576803181.613274,9577347330.615019,-544149.001745224,-0.00568162543302354,0.892,0.10799999999999998,-0.8000000000000007,0.8000000000000007
