candidate,candidate_name,candidate_label,level,seed,route_change_ratio,cost,emission_gCO2,time_h,penalty,feasible,total_teu,on_time_rate,infeasible_teu,late_teu_h,late_h_per_teu,p90_lateness_h,p95_lateness_h,max_border_util,border_cap_excess,arc_cap_excess,runtime_s,wall_s,pareto_size,final_feasible_ratio,final_feasible_ratio_strict,boost_gens_triggered,boost_new_feasible_total,scenario_params_json,cost_delta_rel,time_delta_rel,emission_delta_rel,on_time_drop,late_h_per_teu_delta,p95_lateness_delta_h
C4,capacity_slot_availability,Service capacity and slot availability uncertainty,low,2026,0.8481317282628266,11772345.36270866,14958105340.793472,467.83142857142855,1126157142.8571424,False,4455.0,0.978675645342312,0.0,1126.1571428571424,0.25278499278499267,0.0,0.0,0.9810640511164114,0.0,0.0,13.454997679684311,13.572346572764218,0,0.0,0.0,50,0,"{""candidate"": ""C4"", ""capacity_loss"": 0.1, ""level"": ""low"", ""mean_capacity_multiplier"": 0.9500883709356099}",0.019005005836726936,0.0,0.042646145415592314,0.021324354657688005,0.25278499278499267,0.0
C4,capacity_slot_availability,Service capacity and slot availability uncertainty,low,7,0.7852307741573769,11505887.377142468,14162542527.87192,467.83142857142855,246334285.7142835,False,4455.0,0.9804713804713805,0.0,246.3342857142835,0.0552938912938908,0.0,0.0,0.9949223444681887,0.0,0.0,10.020469715353101,10.138675719033927,0,0.0,0.0,50,0,"{""candidate"": ""C4"", ""capacity_loss"": 0.1, ""level"": ""low"", ""mean_capacity_multiplier"": 0.9502666921986984}",-0.01646853683312786,0.0,-0.04372914662704029,-0.007856341189674598,0.0532595799262455,0.0
C4,capacity_slot_availability,Service capacity and slot availability uncertainty,low,99,0.8766748416954179,11658428.92573146,14663162362.10744,460.77714285714285,4226061.543752313,False,4455.0,0.9872302379322034,0.0,4.226061543752313,0.0009486108964651657,0.0,0.0,0.9807168990255843,0.0,0.0,14.435262511018664,14.554406382609159,0,0.0,0.0,50,0,"{""candidate"": ""C4"", ""capacity_loss"": 0.1, ""level"": ""low"", ""mean_capacity_multiplier"": 0.9505001192497448}",0.024077405602464116,-0.015078691347921377,0.06495915017196932,-0.006758857460822942,-0.05434528039742563,0.0
C4,capacity_slot_availability,Service capacity and slot availability uncertainty,medium,2026,0.8612286479142699,11718561.390430106,14118573816.573706,465.19714285714286,5001091352.699596,False,4455.0,0.8936953402405263,0.0,5001.091352699596,1.1225794282153976,0.07428571428573605,1.5224999999999795,0.9977253686137019,0.0,0.0,12.922056819777936,13.038314239121974,0,0.0,0.0,50,0,"{""candidate"": ""C4"", ""capacity_loss"": 0.25, ""level"": ""medium"", ""mean_capacity_multiplier"": 0.8738971253578348}",0.014349507268086566,-0.00563084383263806,-0.01587291750980512,0.10630465975947367,1.1225794282153976,1.5224999999999795
C4,capacity_slot_availability,Service capacity and slot availability uncertainty,medium,7,0.8810098947550807,12067221.92582757,15193257632.116795,473.92083333333335,1127826678.5273187,False,4455.0,0.9736308600141454,0.0,1127.8266785273188,0.2531597482665138,0.0,0.0,0.9796833600271185,0.0,0.0,12.731923994608223,12.847600918728858,0,0.0,0.0,50,0,"{""candidate"": ""C4"", ""capacity_loss"": 0.25, ""level"": ""medium"", ""mean_capacity_multiplier"": 0.8747947256162798}",0.031514740935708406,0.013016237024732235,0.025865900334400296,-0.001015820732439554,0.25112543689886846,0.0
C4,capacity_slot_availability,Service capacity and slot availability uncertainty,medium,99,0.9168376475106422,11845414.898714472,14467238405.049263,473.19642857142856,2523034523.809524,False,4455.0,0.9394001745853601,0.0,2523.034523809524,0.5663377157821603,0.0,0.07428571428573605,0.9569329991951362,0.0,0.0,13.080723455175757,13.198318263981491,0,0.0,0.0,50,0,"{""candidate"": ""C4"", ""capacity_loss"": 0.25, ""level"": ""medium"", ""mean_capacity_multiplier"": 0.8744699724699598}",0.040502269648584395,0.011467805864139117,0.05072954501215722,0.04107120588602042,0.5110438244882695,0.07428571428573605
C4,capacity_slot_availability,Service capacity and slot availability uncertainty,high,2026,0.9080810476440241,12152561.411325285,15424599630.897823,513.2516666666667,3871458370.043846,False,4455.0,0.9222795462684845,0.0,2209.6530001429965,0.49599393942603737,0.0,0.25166666666666515,1.0213765502809309,33.236107398017,0.0,13.362809005193412,13.502450385130942,0,0.0,0.0,50,0,"{""candidate"": ""C4"", ""capacity_loss"": 0.4, ""level"": ""high"", ""mean_capacity_multiplier"": 0.8021742130813162}",0.051916209586075346,0.09708676100264041,0.07516286209555946,0.07772045373151548,0.49599393942603737,0.25166666666666515
C4,capacity_slot_availability,Service capacity and slot availability uncertainty,high,7,0.8537972634586669,11613880.01795458,13971167745.242317,467.83142857142855,2962233884.548191,False,4455.0,0.9523655220463343,0.0,2343.815543850666,0.526108988518668,0.0,0.0,1.014025927733938,12.368366813950502,0.0,14.46201631007716,14.60308666806668,0,0.0,0.0,50,0,"{""candidate"": ""C4"", ""capacity_loss"": 0.4, ""level"": ""high"", ""mean_capacity_multiplier"": 0.8008370822801724}",-0.0072372488370194095,0.0,-0.05665098790936075,0.020249517235371606,0.5240746771510227,0.0
C4,capacity_slot_availability,Service capacity and slot availability uncertainty,high,99,0.904407077402103,11703305.04251338,13859273895.366505,516.7771428571428,3969696723.638823,False,4455.0,0.9108805685010611,0.0,3954.557126772711,0.8876671440567252,0.0,4.997500000000059,1.0004237799780096,0.3027919373222403,0.0,13.170390438754112,13.289621634874493,0,0.0,0.0,50,0,"{""candidate"": ""C4"", ""capacity_loss"": 0.4, ""level"": ""high"", ""mean_capacity_multiplier"": 0.7997715882003882}",0.028019327583573478,0.10462254413983063,0.006574174459920257,0.06959081197031936,0.8323732527628344,4.997500000000059
C5,shipment_volume,Shipment volume uncertainty,low,2026,0.8426440142834045,12267283.381535502,15352619713.972244,465.19714285714286,1657158928.6081812,False,4678.878356446061,0.9588894897103427,0.0,1657.1589286081812,0.35417867325512403,0.0,0.0,0.9855492854758562,0.0,0.0,12.878116033039987,12.99444762384519,0,0.0,0.0,50,0,"{""candidate"": ""C5"", ""demand_growth"": 0.1, ""level"": ""low"", ""mean_quantity_multiplier"": 1.0509063102582359}",0.06184645358774854,-0.00563084383263806,0.07014554330952874,0.04111051028965729,0.35417867325512403,0.0
C5,shipment_volume,Shipment volume uncertainty,low,7,0.8355064963525197,11751503.968447564,14321123373.069103,472.8988095238095,1188874293.1364377,False,4682.695210618579,0.9785827032154709,0.0,1188.8742931364377,0.2538867553114542,0.0,0.0,0.9609797117970051,0.0,0.0,12.364243117161095,12.500309667084366,0,0.0,0.0,50,0,"{""candidate"": ""C5"", ""demand_growth"": 0.1, ""level"": ""low"", ""mean_quantity_multiplier"": 1.0506204913214707}",0.004526944654398718,0.010831638583698282,-0.033021589006868926,-0.005967663933765022,0.2518524439438089,0.0
C5,shipment_volume,Shipment volume uncertainty,low,99,0.8581666707868856,12813674.699424595,16940559462.837843,486.80047619047616,0.0,True,4695.269680457854,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.965591815590542,0.0,0.0,13.293686465825886,13.411215127911419,4,1.0,1.0,37,4,"{""candidate"": ""C5"", ""demand_growth"": 0.1, ""level"": ""low"", ""mean_quantity_multiplier"": 1.0538237673686996}",0.12555429432335588,0.04054675778617857,0.23036241183573625,-0.01952861952861973,-0.0552938912938908,0.0
C5,shipment_volume,Shipment volume uncertainty,medium,2026,0.8860926413305837,13905279.088079933,18209637585.912,467.83142857142855,3787487.737349563,False,5030.673995755144,0.9898650932475566,0.0,3.787487737349563,0.000752878787324606,0.0,0.0,0.998147731554306,0.0,0.0,14.13383232196793,14.254651537630707,0,0.0,0.0,50,0,"{""candidate"": ""C5"", ""demand_growth"": 0.25, ""level"": ""medium"", ""mean_quantity_multiplier"": 1.1307697516811952}",0.20363008064605273,0.0,0.26929233387514634,0.01013490675244344,0.000752878787324606,0.0
C5,shipment_volume,Shipment volume uncertainty,medium,7,0.9111923904386131,13568124.735260649,17300112783.48725,465.19714285714286,0.0,True,5045.73835456031,1.0,0.0,0.0,0.0,0.0,0.0,0.994400646452336,0.0,0.0,14.09823445091024,14.214940952137113,4,1.0,1.0,36,8,"{""candidate"": ""C5"", ""demand_growth"": 0.25, ""level"": ""medium"", ""mean_quantity_multiplier"": 1.133612804593533}",0.15981298407387484,-0.00563084383263806,0.1681231376609086,-0.027384960718294105,-0.002034311367645297,0.0
C5,shipment_volume,Shipment volume uncertainty,medium,99,0.8478954836052813,13408463.967700895,17554284414.106277,473.15,0.0,True,5079.019239532774,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.9976633512811014,0.0,0.0,12.96975074801594,13.087261432781816,2,1.0,1.0,35,10,"{""candidate"": ""C5"", ""demand_growth"": 0.25, ""level"": ""medium"", ""mean_quantity_multiplier"": 1.1425775575033235}",0.17780063511394106,0.01136856376839033,0.27493615291570805,-0.01952861952861973,-0.0552938912938908,0.0
C5,shipment_volume,Shipment volume uncertainty,high,2026,0.8438908558859871,13769240.466159299,16762557422.51333,465.19714285714286,3358458.3805948975,False,5298.864042107817,0.9914679794947413,0.0,3.3584583805948975,0.0006338072375336786,0.0,0.0,0.989890056118062,0.0,0.0,13.133485537022352,13.250140228774399,0,0.0,0.0,50,0,"{""candidate"": ""C5"", ""demand_growth"": 0.4, ""level"": ""high"", ""mean_quantity_multiplier"": 1.1879793740262763}",0.19185468394699084,-0.00563084383263806,0.1684244418460512,0.008532020505258697,0.0006338072375336786,0.0
C5,shipment_volume,Shipment volume uncertainty,high,7,0.9246284494565133,14962571.961012434,19171876800.582268,454.61904761904765,2435153089.407825,False,5485.345586356495,0.9565855980525232,0.0,2435.153089407825,0.4439379526906554,0.0,0.0,0.9986662415900291,0.0,0.0,12.836823565419763,12.955571548081934,0,0.0,0.0,50,0,"{""candidate"": ""C5"", ""demand_growth"": 0.4, ""level"": ""high"", ""mean_quantity_multiplier"": 1.2314139979642023}",0.2790113279562615,-0.028241755780979195,0.29450675630972795,0.016029441229182706,0.4419036413230101,0.0
C5,shipment_volume,Shipment volume uncertainty,high,99,0.8193050336602027,13832051.169545049,16630678286.233482,467.83142857142855,1377295332.2401335,False,5362.744053835649,0.978334704587316,0.0,1377.2953322401336,0.2568266019063574,0.0,0.0,0.9930165146485957,0.0,0.0,13.300951344892383,13.414368740748614,0,0.0,0.0,50,0,"{""candidate"": ""C5"", ""demand_growth"": 0.4, ""level"": ""high"", ""mean_quantity_multiplier"": 1.203139494645983}",0.21500857157556444,0.0,0.2078562984652887,0.0021366758840645206,0.20153271061246664,0.0
