solution_id,decision_fingerprint,seed,S,objective,histogram_bins,histogram_smoothing,js_distance,js_divergence,wasserstein,wasserstein_normalized,wasserstein_scale,wasserstein_scale_basis,ks_statistic,kl_sample_to_oos,kl_oos_to_sample,symmetric_kl,sample_mean,oos_mean,mean_signed_error_pct,q90_reestimate,q90_oos,signed_error,signed_error_pct,coverage,exceedance,coverage_gap_pp,absolute_coverage_gap_pp
formal-run-01-CCP30-solution-0117,566725729fb5dd2a4faf50105129897920e9b8d4c0461b057484fb44f32e8a6e,940005,100,emission,20,0.5,0.12099342594987271,0.014639409123087331,923414.1042417362,0.09277066514521702,9953729.476837158,oos_iqr,0.059000000000000025,0.06554784642879569,0.05618596285083148,0.060866904639813584,9809375883.721947,9809585572.61616,-0.002137591773479988,9823549153.188725,9821323117.772278,2226035.416446686,0.022665331236465892,0.93,0.06999999999999995,3.0000000000000027,3.0000000000000027
formal-run-01-CCP30-solution-0117,566725729fb5dd2a4faf50105129897920e9b8d4c0461b057484fb44f32e8a6e,940005,100,makespan,20,0.5,0.10721414135718225,0.011494872106957859,6.967446418017304,0.12429631176342287,56.05513405159331,oos_iqr,0.10259999999999997,0.05927223097659406,0.04239473615111583,0.05083348356385495,508.0892310338188,502.8369687936764,1.044525873414349,570.9555660681693,570.1001756993667,0.8553903688026594,0.150042116326892,0.9014,0.09860000000000002,0.13999999999999568,0.13999999999999568
formal-run-01-CCP30-solution-0117,566725729fb5dd2a4faf50105129897920e9b8d4c0461b057484fb44f32e8a6e,940005,300,cost,20,0.5,0.09397465640783921,0.008831236046971435,22573.03044019237,0.0778470010688446,289966.60282686725,oos_iqr,0.0736,0.03558766188918053,0.036147165456783835,0.035867413672982185,11688680.719622593,11674110.903574672,0.12480450261493084,11962738.557338743,11984897.310584156,-22158.753245413303,-0.1848889704365207,0.8856,0.11439999999999995,-1.4399999999999968,1.4399999999999968
formal-run-01-CCP30-solution-0117,566725729fb5dd2a4faf50105129897920e9b8d4c0461b057484fb44f32e8a6e,940005,300,emission,20,0.5,0.09448602569641126,0.00892760905190289,830879.5049229306,0.08347418993618724,9953729.476837158,oos_iqr,0.05833333333333332,0.04198235416883007,0.03305351061469612,0.0375179323917631,9809274611.756554,9809585572.61616,-0.0031699693866155624,9823064658.878332,9821323117.772278,1741541.106054306,0.01773224529089041,0.9226,0.07740000000000002,2.2599999999999953,2.2599999999999953
formal-run-01-CCP30-solution-0117,566725729fb5dd2a4faf50105129897920e9b8d4c0461b057484fb44f32e8a6e,940005,300,makespan,20,0.5,0.08435865618621695,0.0071163828735443585,4.041258833005813,0.07209435676821727,56.05513405159331,oos_iqr,0.06726666666666664,0.029678867787717163,0.028471784188741602,0.029075325988229383,505.6520191384227,502.8369687936764,0.5598336079981723,570.9555660681693,570.1001756993667,0.8553903688026594,0.150042116326892,0.9014,0.09860000000000002,0.13999999999999568,0.13999999999999568
formal-run-01-CCP30-solution-0118,ad26ba8bd80f1427439b686f8730e3e97e28aa4989256b7a7e82e0626459bbef,940005,30,cost,20,0.5,0.188021917540911,0.03535224147576113,27312.615692788477,0.09631560258667049,283574.1557886321,oos_iqr,0.10866666666666669,0.1961964900531322,0.13061580658428787,0.16340614831871003,11768604.483417874,11758038.174377909,0.08986455804328354,12024998.0325977,12056209.4868599,-31211.454262200743,-0.25888281301198524,0.881,0.119,-1.9000000000000017,1.9000000000000017
formal-run-01-CCP30-solution-0118,ad26ba8bd80f1427439b686f8730e3e97e28aa4989256b7a7e82e0626459bbef,940005,30,emission,20,0.5,0.2433145606671901,0.059201975432667725,2148335.1989822215,0.21621490847369795,9936110.391960144,oos_iqr,0.2104666666666667,0.26133084719535665,0.2874464039101915,0.2743886255527741,9492356314.468542,9494480234.707203,-0.0223700527691531,9502625229.480911,9506254976.299719,-3629746.818807602,-0.03818272103848481,0.8318,0.16820000000000002,-6.820000000000004,6.820000000000004
formal-run-01-CCP30-solution-0118,ad26ba8bd80f1427439b686f8730e3e97e28aa4989256b7a7e82e0626459bbef,940005,30,makespan,20,0.5,0.2067362603867382,0.042739881358693214,5.474287251142568,0.1008544189132631,54.279101601394075,oos_iqr,0.18880000000000008,0.2468890636063638,0.1568108166287261,0.20184994011754495,511.64393658537824,512.7541767021779,-0.21652483143877577,578.1769760555746,574.2187674791951,3.9582085763795476,0.6893206562641581,0.9386,0.06140000000000001,3.8599999999999968,3.8599999999999968
formal-run-01-CCP30-solution-0118,ad26ba8bd80f1427439b686f8730e3e97e28aa4989256b7a7e82e0626459bbef,940005,100,cost,20,0.5,0.1362538393619316,0.018565108740867066,39276.870000846175,0.13850652183593912,283574.1557886321,oos_iqr,0.132,0.07877470114332134,0.07736676005510323,0.0780707305992123,11785490.413382906,11758038.174377909,0.23347635547585702,12081157.280906403,12056209.4868599,24947.79404650256,0.20692900263298541,0.9134,0.08660000000000001,1.3399999999999967,1.3399999999999967
formal-run-01-CCP30-solution-0118,ad26ba8bd80f1427439b686f8730e3e97e28aa4989256b7a7e82e0626459bbef,940005,100,emission,20,0.5,0.148820025540689,0.02214740000193132,1008388.0673069471,0.1014872045023664,9936110.391960144,oos_iqr,0.09999999999999998,0.09421304947193014,0.09241916028987385,0.093316104880902,9494067682.10446,9494480234.707203,-0.004345183649285583,9508025684.891787,9506254976.299719,1770708.5920677185,0.018626773597829178,0.9222,0.07779999999999998,2.2199999999999998,2.2199999999999998
