seed,S,objective,solution_count,js_distance_mean,js_distance_median,js_distance_p25,js_distance_p75,js_distance_p90,js_distance_max,wasserstein_normalized_mean,wasserstein_normalized_median,wasserstein_normalized_p25,wasserstein_normalized_p75,wasserstein_normalized_p90,wasserstein_normalized_max,ks_statistic_mean,ks_statistic_median,ks_statistic_p25,ks_statistic_p75,ks_statistic_p90,ks_statistic_max,kl_sample_to_oos_mean,kl_sample_to_oos_median,kl_sample_to_oos_p25,kl_sample_to_oos_p75,kl_sample_to_oos_p90,kl_sample_to_oos_max,kl_oos_to_sample_mean,kl_oos_to_sample_median,kl_oos_to_sample_p25,kl_oos_to_sample_p75,kl_oos_to_sample_p90,kl_oos_to_sample_max,symmetric_kl_mean,symmetric_kl_median,symmetric_kl_p25,symmetric_kl_p75,symmetric_kl_p90,symmetric_kl_max,absolute_coverage_gap_pp_mean,absolute_coverage_gap_pp_median,absolute_coverage_gap_pp_p25,absolute_coverage_gap_pp_p75,absolute_coverage_gap_pp_p90,absolute_coverage_gap_pp_max,coverage_mean,coverage_median,coverage_p25,coverage_p75,coverage_p90,coverage_max
940004,30,emission,263,0.20714525009987422,0.20683245967661185,0.1965949058445567,0.21631169932507646,0.22811499016199466,0.25169325689433714,0.16231177274334477,0.1622799026682142,0.15449034800598138,0.170498426278625,0.17604383587305358,0.19723008872623027,0.16633333333333333,0.16560000000000008,0.15479999999999997,0.1753,0.18767999999999996,0.22293333333333332,0.20040675042165082,0.20060062957187585,0.18254985305981036,0.21901631395759946,0.23166015761217354,0.28674600735737327,0.18117924283599346,0.17747028650155652,0.15788052918757792,0.20104548868863653,0.22589422985479923,0.2751950440479788,0.19079299662882213,0.19030517538993602,0.1704876377063123,0.20673683077084987,0.22887230648586931,0.2780420851652563,1.4630418250950588,1.200000000000001,0.5800000000000027,2.2500000000000018,3.112000000000002,5.959999999999999,0.8873619771863118,0.889,0.8776,0.8971,0.90388,0.9238
940004,30,makespan,263,0.2584808743817214,0.25476170449532715,0.2462002989919595,0.2704609921966007,0.28980001052082005,0.3275176068567094,0.15766173924367224,0.15604638456208267,0.14862562426151454,0.16945431210947481,0.1911023833039472,0.23687796557439464,0.15288035487959445,0.14560000000000006,0.13166666666666665,0.16793333333333338,0.20876000000000014,0.22106666666666663,0.35920457848938764,0.3596020874920069,0.3368039760248147,0.38869302021226215,0.4152887407968352,0.521639060118474,0.27468417825705116,0.2505400597524741,0.23209272442992832,0.31858986607824946,0.3746132127973756,0.4861485888494614,0.31694437837321937,0.3077963738952194,0.2804815280455617,0.3507728549471477,0.3926476810491085,0.4980936321703173,1.4887452471482896,1.200000000000001,0.7900000000000018,1.8600000000000005,2.9200000000000004,7.140000000000002,0.8962517110266159,0.8956,0.8858,0.9118,0.92064,0.932
940004,100,cost,263,0.155843287073268,0.15603854146294005,0.14336407272715557,0.16865576029149393,0.1780769360675142,0.2055832956343931,0.09397311026647791,0.09283645413426161,0.08609100798609934,0.10281974791327105,0.10694060200146009,0.12123816636229195,0.09825323193916351,0.09740000000000004,0.08540000000000003,0.10980000000000006,0.12504,0.1472,0.11021451011225997,0.10959420948837045,0.09334588328423543,0.12583013269392784,0.1388205307020416,0.1656053580356615,0.1022299174425963,0.0983105512238999,0.08191754495072387,0.12061752824296869,0.13877624944982647,0.261403246828708,0.10622221377742815,0.10430771087733781,0.08732540422775072,0.12290481794220387,0.1373538653188323,0.2105837737119029,1.2298098859315603,1.100000000000001,0.6000000000000005,1.5900000000000025,2.6800000000000046,3.4600000000000075,0.8943528517110266,0.894,0.8855,0.9056,0.91216,0.9256
940004,100,emission,263,0.1262609495951233,0.12461576356947622,0.11685506509615708,0.13442384487549064,0.14684936823507305,0.17235606485963845,0.10726718930281186,0.10675620109100022,0.10215824527290002,0.11273282503343587,0.11696015663926465,0.12382836003915411,0.10126768060836504,0.10120000000000007,0.0948,0.10700000000000001,0.11172000000000003,0.12140000000000006,0.0673878218447128,0.06561752414974664,0.05694318757806383,0.07477637000615843,0.08728376420975598,0.11281890533059159,0.06894020773922245,0.06466800972100424,0.05539427963801105,0.07673972026401618,0.0964270670464277,0.17524007010196466,0.06816401479196763,0.06543060116563623,0.0565537953354332,0.07593431998914335,0.09155414927777271,0.14315143164745953,1.8332319391635001,1.7800000000000038,1.3299999999999979,2.3800000000000043,2.7800000000000047,5.000000000000004,0.8817619771863118,0.8822,0.8762,0.8867,0.8914,0.9052
940004,100,makespan,263,0.1314249444006388,0.13017434913293238,0.11579044841493313,0.14496991877012386,0.1549155812250099,0.17545114126973532,0.06495297554834416,0.06225504020487601,0.052417183160513435,0.07138142400521666,0.08198178061957727,0.15600773213842684,0.0645300380228137,0.06320000000000003,0.05629999999999999,0.07099999999999998,0.07872,0.1008,0.08633103956670775,0.08484321909942197,0.07102670896942065,0.09857402083164625,0.1140748923042134,0.14911176839091717,0.0677319316546767,0.06481084470694178,0.050045110054213554,0.08293479423994954,0.09559208537437147,0.1317257378620098,0.0770314856106922,0.07437451175831633,0.060507086233460856,0.09127094605787167,0.10556931583294289,0.13670966686083813,0.7710266159695823,0.7600000000000051,0.21999999999999797,1.1800000000000033,1.419999999999999,3.639999999999999,0.8984722433460075,0.8986,0.8912,0.9046,0.91232,0.9224
940004,300,cost,263,0.07635419099568891,0.07651179836157171,0.06993996667747884,0.084007065329252,0.09204587141038989,0.10868908802538482,0.059173246881077946,0.06111865788962627,0.05400654371934266,0.06632294871125591,0.07118254993821184,0.08428419511162082,0.056644106463878324,0.0580666666666666,0.05136666666666667,0.06476666666666664,0.06798666666666664,0.07740000000000002,0.025402508652869634,0.024988099958343987,0.02103663850113174,0.030077155444943493,0.03484096648873136,0.0464752785122307,0.023753711425912254,0.02295284503969477,0.018999712443911326,0.0279984749089668,0.03415848722425813,0.054083622055095815,0.024578110039390942,0.024039765057179203,0.019974042680728825,0.02907555483867743,0.03490331156802528,0.049399269171779815,0.946007604562739,0.8199999999999985,0.40999999999999925,1.2700000000000045,2.092000000000003,3.060000000000007,0.8923893536121673,0.8928,0.8874,0.8984,0.9038,0.9148
940004,300,emission,263,0.0724143897343593,0.07266805382925956,0.06595016866496686,0.07871576804330964,0.08508555810452426,0.10978309357720949,0.033568593784974024,0.033134742093367225,0.03084136039543222,0.036012300769353967,0.0390283169614914,0.041606025365151234,0.029000506970849178,0.02873333333333339,0.025633333333333286,0.03150000000000003,0.03593333333333336,0.0430666666666667,0.02200895055074828,0.02182464083689046,0.017993233939331266,0.025487932812191152,0.029406413622250126,0.048248766924552856,0.0215502656721378,0.020995170593039913,0.017363813575753527,0.024833864597702558,0.02981089783122689,0.04943584797844601,0.02177960811144304,0.02142902668958041,0.01758679861873989,0.025221482595488044,0.029514474022774982,0.04884230745149944,0.5859315589353636,0.5000000000000004,0.26000000000000467,0.880000000000003,1.1360000000000061,2.500000000000002,0.8945346007604563,0.8952,0.8912,0.8979,0.9,0.907
940004,300,makespan,263,0.08024752494351722,0.08080644852234943,0.07319727967109202,0.08744242331447243,0.09206892714358884,0.10483046557730505,0.039252953712138564,0.03903864593288449,0.032266669173285495,0.04630380611599206,0.049323212204422935,0.058021652148348875,0.03774879594423321,0.03713333333333335,0.034733333333333366,0.04159999999999997,0.04572000000000005,0.06373333333333342,0.02900707316161358,0.028906754215601196,0.023505907214421837,0.034361048939756327,0.03787493481571757,0.044679380362836266,0.02499429034417444,0.024920997286663724,0.020269773824335816,0.028972932854872173,0.03363750558546261,0.04551829709237146,0.027000681752894013,0.026694150330168864,0.02193784983788293,0.03165204542709814,0.03566675121162945,0.04456746644256229,0.8661596958174904,0.8199999999999985,0.46000000000000485,1.2399999999999967,1.5000000000000013,2.739999999999998,0.9010190114068442,0.9014,0.8918,0.9092,0.915,0.9274
940005,30,cost,263,0.2182463302663567,0.21513073588376966,0.20023329094930226,0.23108483461333504,0.2541827723536294,0.3085669535151228,0.1315257359929796,0.13005352952713808,0.12106720395383276,0.14024386261162783,0.15101178162675494,0.16669552785739206,0.1469338403041825,0.14426666666666665,0.1350333333333333,0.1602,0.17373333333333335,0.1978666666666667,0.2557496928749061,0.24771877178690013,0.21816346673349712,0.28402310757751337,0.32457276500702764,0.4345538517302352,0.188540611432555,0.17225929473645926,0.14908740699145862,0.2107259388148091,0.2693633627352085,0.4295253254632447,0.2221451521537305,0.21331383672961263,0.18337013957981035,0.24487128804113625,0.29458062070408936,0.43203958859673997,2.431330798479087,1.980000000000004,1.2799999999999923,2.949999999999997,5.4640000000000075,8.300000000000008,0.8966190114068442,0.9078,0.8775999999999999,0.9179999999999999,0.9268,0.9488
940005,30,emission,263,0.21259900257359732,0.21223475679238846,0.19847968683527897,0.22669911910816315,0.24384937735765108,0.28634103593226,0.20570037430558794,0.205219167194656,0.1917641283759643,0.21946333749874902,0.22865049531562498,0.2381703635558568,0.19492040557667936,0.19406666666666672,0.18356666666666666,0.20656666666666668,0.21730666666666665,0.2432666666666667,0.21166843300659027,0.20732647490758815,0.18635517891357126,0.23477347300869772,0.2643611834526526,0.35947072944244407,0.19617936672340724,0.19268769999309654,0.161257814826571,0.22569029815981245,0.2597195824247853,0.3619703107270426,0.20392389986499876,0.19982229077691416,0.17496270364971667,0.22769942060238885,0.26184381785603666,0.3607205200847433,5.906083650190116,5.959999999999999,4.900000000000004,6.8500000000000005,7.672,10.420000000000007,0.8409391634980989,0.8404,0.8315,0.851,0.85992,0.8764
940005,30,makespan,263,0.2132624936581742,0.21110051286179118,0.19788754532225403,0.22439244982011675,0.23405474280323563,0.28737096053497885,0.1414693677027268,0.14105765478551707,0.12072493655288954,0.1528680227574444,0.18712586888071434,0.27046756621405327,0.12928390367553869,0.126,0.11299999999999999,0.1428666666666667,0.15809333333333334,0.20246666666666666,0.2580488254490114,0.24905542793135088,0.23055097238401331,0.27892759682202706,0.31620719932800034,0.3691301636344025,0.18133892068341764,0.169416703369168,0.14760059936701558,0.19867700016007656,0.2219765231277075,0.4555333581043961,0.21969387306621457,0.20943378369990578,0.1883057947688921,0.2343533482044411,0.2673914546946231,0.41135043597730564,3.077870722433458,3.1000000000000028,1.8399999999999972,4.239999999999999,5.079999999999996,6.459999999999999,0.9209733840304182,0.9298,0.9140999999999999,0.9398,0.9494,0.9556
940005,100,cost,263,0.15410176894871477,0.153378761793237,0.14446932439522991,0.16448821217071904,0.17394470012831462,0.1889655765011187,0.14545214719129212,0.14270513891962122,0.13752415716987704,0.1540254199542887,0.16083317808965114,0.17094370767614947,0.15582737642585553,0.1572,0.1482,0.16340000000000002,0.16956000000000002,0.18480000000000002,0.10605708362626119,0.10490526965899849,0.09293915247768561,0.11875643018506941,0.1334542367060431,0.15324870331963544,0.09564843185036352,0.0943381201519571,0.08084571917560898,0.10738319807275461,0.12186920023920753,0.160222805237884,0.10085275773831237,0.0986663663383332,0.08776261237332772,0.11367380228243115,0.12696400317793158,0.15498522991508057,1.330874524714828,1.2199999999999989,0.6199999999999983,1.9499999999999962,2.6799999999999935,3.400000000000003,0.9077239543726235,0.9078,0.9004,0.9166,0.926,0.934
940005,100,emission,263,0.12262932807118261,0.12284147233320468,0.11128609510992624,0.1321093321537798,0.1435030692647878,0.16697126970802859,0.08357526465222512,0.08368627174126103,0.07634780102131059,0.09064181568054189,0.09448108174340993,0.12314573427243815,0.07124334600760457,0.06899999999999995,0.062,0.07890000000000003,0.08772,0.10599999999999998,0.06691840897194647,0.06445859365457694,0.05413771737813429,0.07642054191313316,0.08919550837498019,0.12988845082597386,0.06044867936152421,0.05880450633177758,0.047879755363626625,0.07023370024918661,0.08166622442855574,0.13014849734392714,0.06368354416673534,0.06247758035408088,0.05124939204862917,0.07320872305891908,0.08645203814127252,0.11814525676301224,2.3851711026615945,2.3799999999999932,1.5599999999999947,3.269999999999995,3.795999999999993,4.9399999999999995,0.9235505703422053,0.9238,0.9156,0.9327,0.9379599999999999,0.9494
940005,100,makespan,263,0.12393262682378728,0.12218513507185558,0.11652056846803148,0.1297941828147681,0.1409690743678712,0.17165524331146198,0.11142652017963911,0.10969194753963497,0.09407217130882475,0.12917852497147822,0.14092135223700245,0.16682369831261953,0.09192243346007603,0.09259999999999996,0.0812,0.10259999999999997,0.11548,0.13620000000000002,0.07492799783186162,0.0725765236513646,0.06732442851007465,0.08148331624902151,0.08753557622693978,0.1401943576942219,0.061429866216454375,0.05828973386783705,0.050743462591347724,0.06851657962443292,0.08019283054818466,0.1297410291100693,0.06817893202415799,0.06564253581525006,0.05930184230257678,0.07447006598734908,0.08624010309212635,0.12905903312072756,1.50889733840304,1.639999999999997,0.9000000000000008,1.959999999999995,2.4559999999999964,3.8599999999999968,0.9112167300380227,0.9162,0.9036,0.9196,0.92436,0.9386
940005,300,cost,263,0.09010886624706008,0.08917575535349163,0.0813947216881826,0.09722154245515774,0.10490996056370751,0.1276606636104967,0.07538030679336521,0.07582722633998516,0.07250049323192939,0.07838287546108258,0.08082179285438366,0.0892547499460579,0.07513688212927756,0.07379999999999998,0.0700666666666667,0.07906666666666667,0.08765333333333333,0.09806666666666669,0.03428950524512049,0.03359827049008476,0.027777739217264803,0.0388888378557561,0.045325776917582696,0.06221538931205256,0.03317189350530165,0.031645400124025974,0.026284514718850283,0.038011475670154296,0.045148292942692764,0.0746171282700589,0.033730699375211066,0.032547790067738634,0.02706496607651853,0.0386150142556123,0.04508383224831145,0.06841625879105573,0.897794676806085,0.8000000000000007,0.36000000000000476,1.3700000000000045,1.739999999999997,2.62,0.8928532319391635,0.8928,0.8864,0.8982,0.9033599999999999,0.9168
940005,300,emission,263,0.09024729021026028,0.09041336371951002,0.08516266844833789,0.0947508109942273,0.10078423175334647,0.1133313939988729,0.07886348102411508,0.07906336555520523,0.07551542540631724,0.08246163566162376,0.08576242650885635,0.09470363645605459,0.06008871989860582,0.05940000000000001,0.054066666666666686,0.06566666666666665,0.07020000000000004,0.0816,0.03633515528289797,0.036401462676162614,0.03215037028076845,0.03959129696501005,0.044166729263556755,0.054788279206284665,0.03161939974118726,0.031227049386577783,0.027608569179782154,0.034764924031009975,0.039239686646937166,0.052880478472167584,0.0339772775120426,0.033834378255467146,0.02983890038710741,0.03750353992172608,0.042252353360434626,0.05332394930085293,1.4255513307984768,1.4599999999999946,1.0299999999999976,1.8199999999999994,2.1199999999999997,2.759999999999996,0.9142311787072244,0.9146,0.9103,0.9182,0.9212,0.9276
940005,300,makespan,263,0.08739843179558486,0.08702667066944042,0.08236414905851941,0.0923960559106678,0.09729727496529772,0.11165373911192483,0.08160313376028601,0.08194183198225996,0.07578387433487307,0.08785382185979032,0.09635043801602029,0.12691807572345545,0.06427351077313055,0.06479999999999997,0.05873333333333336,0.0692666666666667,0.07580000000000003,0.09320000000000003,0.03218339945710755,0.03136530251540555,0.027852937278174204,0.03667934879957746,0.04022282202296146,0.05097452040703139,0.03161348247152993,0.031247298847238408,0.02787841973347431,0.035678546171335056,0.03924371859769087,0.05210090762382341,0.031898440964318736,0.03145360533873682,0.028002338629499288,0.03567681213179849,0.03975126831170106,0.05098367080075615,0.8815969581749035,0.6800000000000028,0.23999999999999577,1.419999999999999,2.0160000000000005,2.7000000000000024,0.9079733840304182,0.9068,0.902,0.9142,0.92016,0.927
940006,30,cost,263,0.23049339081605882,0.22686903481426698,0.21129666336083625,0.2427498981101157,0.26478868648014897,0.3098049883705954,0.2242464856968428,0.2225034420419153,0.18327007363820452,0.25593880566938076,0.30157025027872686,0.3347025360613285,0.20918631178707225,0.20613333333333334,0.1948333333333333,0.22090000000000004,0.23656000000000002,0.26780000000000004,0.2742899803187719,0.26440568929396696,0.2423061985193145,0.3011480588842049,0.32863681540151846,0.4163486599344076,0.2183798977528364,0.1996887468230681,0.16769236626993694,0.23664404364209612,0.3123969259608547,0.5096060682275374,0.24633493903580414,0.23186045308882877,0.20397050980460793,0.26780621589419235,0.31379250920475826,0.4629773640809725,5.65984790874525,4.520000000000001,3.510000000000002,7.86,11.536000000000005,14.62,0.8437954372623575,0.8548,0.8214,0.8649,0.88544,0.9188
940006,30,emission,263,0.1934503736555219,0.19054031585883946,0.17605729820073918,0.2091912861240231,0.22682972204626536,0.280612477599141,0.10553578029689643,0.10310346485221401,0.09690407684491431,0.11320917469544044,0.12238951744761696,0.14300965899568,0.103510773130545,0.09593333333333333,0.08426666666666668,0.11700000000000002,0.14271999999999999,0.21393333333333336,0.18002687881619123,0.17725755404813415,0.15212320080429112,0.20200225752546677,0.2298495556967165,0.3343412435275932,0.153992270187294,0.14520547676595807,0.11882468519399594,0.1832370867915063,0.21722470707442673,0.35625054920402216,0.1670095745017426,0.1590047997567055,0.13660403669313734,0.19168142176453262,0.2213416133125302,0.3452958963658077,2.598250950570344,2.6000000000000023,1.6199999999999992,3.639999999999999,4.088000000000003,5.720000000000002,0.8741923954372623,0.874,0.8636,0.8838,0.89176,0.9066
940006,30,makespan,263,0.22959292906757564,0.22715650170903942,0.21811365052941314,0.24063033725238844,0.25240365525102937,0.2771980226686932,0.14355265802010558,0.13574187733142057,0.11312734421813352,0.17360442616372374,0.19611149154199242,0.284668466864085,0.15070849176172374,0.15000000000000002,0.1272333333333333,0.17883333333333334,0.19392000000000004,0.2664666666666667,0.29774579780131083,0.2950306553820564,0.2694911366169202,0.32331979528513466,0.3388989909334454,0.4003548559018366,0.20542989503098133,0.19684910992848742,0.1759823948436079,0.23326227268414845,0.26643218555918086,0.3935426454711742,0.25158784641614607,0.24666183125218233,0.2237857128664552,0.27786864460650335,0.30411718180734315,0.37667728252496324,4.424714828897341,4.139999999999999,2.980000000000005,5.359999999999998,6.559999999999999,10.799999999999999,0.8558380228136881,0.8586,0.8464,0.8702,0.88096,0.9058
940006,100,cost,263,0.12699498441020077,0.1259252860673752,0.11658262393815289,0.13579888977467508,0.14599389254347145,0.17056963624678226,0.1317711742131691,0.13446228804238183,0.12104404284988174,0.14401196771110425,0.15256701512892645,0.1767368316225757,0.10256045627376427,0.1018,0.09340000000000004,0.1109,0.12196,0.15439999999999998,0.07665894359222826,0.07468650352686122,0.06644511904510514,0.0854252973746682,0.09527671827366975,0.12067609284478188,0.06422777119414082,0.0616000973056508,0.05235527062147202,0.07305207740826106,0.08698331778213553,0.12996326856278673,0.07044335739318454,0.06841366521951428,0.05973977731429372,0.07872942311219983,0.09080892955106493,0.1253196807037843,4.303574144486694,4.459999999999997,3.6600000000000077,5.180000000000007,5.640000000000001,7.540000000000003,0.8569688212927756,0.8554,0.8482,0.8634,0.8744,0.9006
940006,100,emission,263,0.12140488851422367,0.12035435178980691,0.1088105296295506,0.1351506732186235,0.1466404567953826,0.168014711217635,0.09464469700865438,0.09435872337927725,0.0902118080381597,0.09851842628323415,0.10294554636793277,0.11166920678044812,0.06700988593155892,0.06559999999999999,0.06229999999999996,0.06980000000000001,0.0762,0.1106,0.06188832562529005,0.060683835969530794,0.0493019304494329,0.07373248195142607,0.08525807728173186,0.11720273076083905,0.06510310706843431,0.0599019539007608,0.048532799010654847,0.08389081873462603,0.09550798319881461,0.12400125753645605,0.06349571634686217,0.06027820257185458,0.04892980237128494,0.07940448730952027,0.09132194182928866,0.119164526034751,3.545171102661599,3.639999999999999,2.9299999999999993,4.239999999999999,4.576000000000005,5.759999999999998,0.8645482889733841,0.8636,0.8576,0.8707,0.87796,0.8888
940006,100,makespan,263,0.1400879500744536,0.14033054596858274,0.129246644490891,0.1506453568663153,0.16229909612165566,0.18844464731706714,0.08912404113342014,0.08888997502236304,0.07938607838297299,0.09914002185695217,0.11266071318685385,0.1326748274880377,0.0820851711026616,0.0812,0.065,0.0968,0.10360000000000003,0.13539999999999996,0.09765288591670458,0.09664738718930048,0.08507088147263143,0.11103385963302859,0.12759243191015174,0.1515032689858097,0.0755337537894333,0.07461589476426157,0.06244771886571043,0.08707449820420338,0.10206347443686214,0.14651462653122166,0.08659331985306892,0.08516854918163214,0.0727793052424184,0.09916585941762143,0.11544191489005069,0.1486853796041869,0.7472243346007598,0.6400000000000072,0.20000000000000018,1.100000000000001,1.5719999999999938,3.4399999999999986,0.9050661596958175,0.9038,0.899,0.9106,0.91572,0.9344
940006,300,cost,263,0.08189316355687497,0.08151281649985612,0.07441229228360263,0.08876091472898398,0.09659662439578262,0.1115073136252502,0.08852709651911948,0.08548212435897791,0.08009404298828626,0.09611190414481939,0.10932886848259653,0.11999706319841824,0.06283371356147022,0.061133333333333345,0.057433333333333336,0.06673333333333334,0.07317333333333335,0.09206666666666674,0.027101390518535756,0.026594374039926223,0.02197864474861299,0.031158479662269756,0.03712877020719306,0.05039013957366401,0.029646674862013965,0.028950685699319304,0.02371573189124663,0.03486357056721144,0.04079939927895119,0.053239669710471435,0.028374032690274865,0.0279589670700938,0.022827809512008496,0.03285961496996606,0.038739890889809565,0.05065445419965515,3.619543726235743,3.639999999999999,3.1000000000000028,4.100000000000003,4.559999999999997,5.840000000000001,0.8638045627376427,0.8636,0.859,0.869,0.87328,0.8814
940006,300,emission,263,0.0837156945745202,0.0831032215101473,0.07689991442071456,0.08956869520238536,0.09723392402081775,0.11966675889999998,0.06514644387728913,0.06515496731037519,0.06202680231268673,0.06772874917301464,0.0705498168511167,0.07843100321069878,0.05423422053231939,0.0547333333333333,0.0474,0.06066666666666665,0.06440000000000001,0.07086666666666669,0.02851618218911714,0.02772614589974945,0.023688301206072182,0.03252581466258769,0.03750602918729454,0.05613010108189986,0.02954857720352329,0.028561245406822013,0.024637377732480325,0.03300898823654406,0.03974847766396794,0.06026596311012358,0.029032379696320214,0.028228080234761962,0.024208538219013205,0.03258810545291874,0.0384413611797268,0.05819803209601172,0.4476806083650201,0.40000000000000036,0.16000000000000458,0.6500000000000006,0.880000000000003,1.8199999999999994,0.89766463878327,0.8978,0.8941,0.9008,0.9043599999999999,0.9146
940006,300,makespan,263,0.0752674239458322,0.07412324566247684,0.06839022000881025,0.08194206649478858,0.08860639517508397,0.1030609710767438,0.07155007946254169,0.07081945432782079,0.06135052706805475,0.07869034906725021,0.08545564321141254,0.1269185127818431,0.06793662864385298,0.07106666666666667,0.05736666666666668,0.07866666666666669,0.08186666666666664,0.08786666666666668,0.024957331257470565,0.02455170724269992,0.021161399740271328,0.028431189473149328,0.03297091519319886,0.03958782835328257,0.022666252748281858,0.02097794828350344,0.01749172364175315,0.026229944071205154,0.031227757775054918,0.052694700764639446,0.023811792002876208,0.022840889570203065,0.01946696328139632,0.02718579304797057,0.03212754842081941,0.045694958001387204,1.10342205323194,0.9800000000000031,0.45999999999999375,1.6000000000000014,1.9600000000000062,3.9000000000000035,0.8967209125475285,0.9002,0.885,0.9096,0.91064,0.9184
940007,30,cost,263,0.2682226822418474,0.27106601084955223,0.26025251692821283,0.28031951561434254,0.28746024906532397,0.30594733132074814,0.3326244615304815,0.33263905685815803,0.31789292507495426,0.35161380230351325,0.35943673411704097,0.3670160987408896,0.19071356147021548,0.19620000000000004,0.17536666666666673,0.2036,0.21228000000000002,0.22920000000000007,0.39943994174429676,0.40266290638910474,0.37121213245978607,0.42340480899478533,0.45553708169398643,0.5102338885482003,0.2740269189367025,0.2787197323252827,0.24865936323221444,0.3018218848205573,0.3280935539392249,0.3960405114717949,0.3367334303404997,0.34021450223971417,0.313921587283669,0.36304332865031813,0.38146828078289685,0.4531372000099976,6.039239543726234,5.820000000000003,5.509999999999998,6.740000000000002,7.156000000000001,7.86,0.9603923954372623,0.9582,0.9551000000000001,0.9674,0.97156,0.9786
940007,30,emission,263,0.20927307994823327,0.2074798473702775,0.19537845596845058,0.22306326197850684,0.2367206676129751,0.26186137415170524,0.21987060885912843,0.2214507447431109,0.20967440811280016,0.23034916314114706,0.2394476784433838,0.2675491080682696,0.1693617237008872,0.1704,0.1568,0.18169999999999997,0.19314666666666666,0.22193333333333332,0.20870368747989065,0.20454252533754344,0.1850948022195888,0.23048073572808725,0.25553390539047843,0.32757803047102596,0.17516376585150642,0.17002571219534895,0.14692895752998358,0.198275696979007,0.229989417319661,0.3054853665767208,0.19193372666569858,0.18636377784366936,0.16728062773951335,0.21655072009807502,0.24215083170665927,0.30333826800143027,9.191939163498102,9.540000000000004,7.980000000000004,10.630000000000006,11.440000000000005,13.080000000000002,0.8080806083650189,0.8046,0.7937,0.8202,0.8352,0.8606
940007,30,makespan,263,0.2239160780293962,0.2220056741192682,0.21174195466844045,0.23253415382894072,0.24787656700780034,0.28183953655748434,0.18763750593605047,0.17606116331207777,0.16430481753777934,0.2099607037825288,0.24060972537220085,0.26724519122760915,0.1388750316856781,0.1378,0.121,0.1528666666666667,0.18066666666666667,0.22753333333333337,0.31707270536997645,0.31762484372623406,0.3000025686041712,0.33963075231980516,0.36520346969613526,0.4437604480455162,0.18869349330533328,0.18037741479465239,0.1593682989051326,0.20299676009771717,0.24248759977836762,0.36541272814119585,0.25288309933765485,0.24892034960195691,0.22996033416243536,0.2782509907206618,0.2959799656431919,0.404586588093356,2.755665399239542,2.5799999999999934,1.870000000000005,4.299999999999993,4.899999999999993,5.779999999999996,0.9251840304182509,0.9258,0.913,0.943,0.949,0.9578
940007,100,cost,263,0.1384324896648844,0.1390015509889442,0.1283828236854046,0.148097523127567,0.15660477246983834,0.1765001237570224,0.0827601865738408,0.08194580018142174,0.0759267824756677,0.08764557933382472,0.09528148195201756,0.10704403370460842,0.08430874524714828,0.08379999999999999,0.07500000000000001,0.0917,0.10028,0.12880000000000003,0.09416369570092332,0.0942901735726156,0.08303380862581304,0.10431421923507589,0.11574953446856565,0.15305694899218042,0.07334986778747417,0.07246737104563962,0.059828654244169006,0.08326378395002113,0.0964352444277812,0.1312275460001151,0.08375678174419875,0.08334825028004592,0.07119492457036174,0.09342466170175624,0.10601841355024216,0.13465791059964743,2.635817490494295,3.059999999999996,1.5499999999999958,3.739999999999999,4.079999999999995,4.820000000000002,0.9249589353612166,0.9306,0.9149,0.9374,0.9408,0.9482
940007,100,emission,263,0.12710103153509886,0.12515543902541396,0.11513062239306024,0.13614190419454367,0.15011514955477812,0.18005432962375695,0.07616094282454478,0.07599004715200351,0.06876769051648957,0.08340137028004213,0.08853707964504803,0.1041908543143285,0.0728661596958175,0.07199999999999995,0.06569999999999998,0.0797,0.0866,0.1018,0.07186722867398157,0.06899871778836468,0.05928444052076338,0.08193593026585973,0.0978834686338258,0.14031176122835157,0.06486338453476868,0.061829631593983574,0.05162746867645222,0.0740167017464462,0.0922509075948316,0.13218182463392952,0.06836530660437513,0.0651486456572816,0.05553281687019577,0.07653493786995955,0.09419350383665215,0.13624679293114056,0.8149049429657808,0.6599999999999939,0.30000000000000027,1.1800000000000033,1.7760000000000045,2.760000000000007,0.8948745247148289,0.8958,0.8892,0.9008,0.906,0.9204
940007,100,makespan,263,0.12636582112928513,0.1268999545826877,0.11517572714018938,0.13719070672197575,0.1429587618476639,0.17602587471675227,0.06768627137288487,0.06846791227474508,0.05810949732888756,0.07731803225696814,0.08136702578369717,0.09543528106382,0.06187224334600761,0.06159999999999999,0.054400000000000004,0.06830000000000004,0.0736,0.09420000000000006,0.08517729390987128,0.08770755001520734,0.07199917326778532,0.09670107038997923,0.10154574298425603,0.15415465354576802,0.061350226940139065,0.05918849401092844,0.048561350837248975,0.07378951146117181,0.08063777316495936,0.12042532908054933,0.07326376042500515,0.07327920935576267,0.060007837666484536,0.0846361315190062,0.0894531321074749,0.13728999131315867,1.7222053231939156,1.2799999999999923,0.7900000000000018,1.9000000000000017,4.900000000000004,6.500000000000005,0.8981589353612167,0.9068,0.8909,0.9149,0.9156,0.9318
