replicate,algorithm_seed,training_master_seed,CCP100_optimisation_runtime_seconds,CCP300_optimisation_runtime_seconds,optimisation_runtime_seconds_S300_minus_S100,CCP100_oos_mean_hypervolume,CCP300_oos_mean_hypervolume,oos_mean_hypervolume_S300_minus_S100,CCP100_oos_mean_igd_plus,CCP300_oos_mean_igd_plus,oos_mean_igd_plus_S300_minus_S100,CCP100_oos_q90_hypervolume,CCP300_oos_q90_hypervolume,oos_q90_hypervolume_S300_minus_S100,CCP100_oos_q90_igd_plus,CCP300_oos_q90_igd_plus,oos_q90_igd_plus_S300_minus_S100,CCP100_all_objectives_mean_absolute_coverage_gap_pp,CCP300_all_objectives_mean_absolute_coverage_gap_pp,all_objectives_mean_absolute_coverage_gap_pp_S300_minus_S100,CCP100_cost_mean_coverage,CCP300_cost_mean_coverage,cost_mean_coverage_S300_minus_S100,CCP100_emission_mean_coverage,CCP300_emission_mean_coverage,emission_mean_coverage_S300_minus_S100,CCP100_makespan_mean_coverage,CCP300_makespan_mean_coverage,makespan_mean_coverage_S300_minus_S100
4,980104,980204,69.55768791725859,78.85374203138053,9.296054114121944,1.1452758463393828,0.6542627288376732,-0.4910131175017096,0.024542274317247478,0.16330942701258114,0.13876715269533366,1.3739847449764575,0.7854403865051482,-0.5885443584713093,0.0,0.23957590462863465,0.23957590462863465,5.950847457627121,2.5371875000000013,-3.4136599576271194,0.8426406779661018,0.85565625,0.013015572033898248,0.8046983050847457,0.88005,0.07535169491525429,0.8747999999999999,0.8946406250000001,0.019840625000000167
5,980105,980205,68.42978639528155,78.71796271437779,10.288176319096237,0.4713830954344563,0.4249237536857946,-0.046459341748661676,0.27093199212600133,0.3495581181117249,0.07862612598572355,0.5954120438826387,0.537102436317944,-0.05830960756469472,0.3664662690104053,0.4417139004908081,0.07524763148040281,1.9638888888888895,0.8983908045977015,-1.065498084291188,0.9171916666666666,0.8984068965517241,-0.018784770114942506,0.8642583333333334,0.9127448275862068,0.048486494252873436,0.8970666666666666,0.8957999999999999,-0.0012666666666666382
