generation,HV_mean,HV_std,IGD_plus_mean,IGD_plus_std,Spacing_mean,Spacing_std,FeasRatio_soft_mean,FeasRatio_soft_std,FeasRatio_strict_mean,FeasRatio_strict_std,MinCost_best,MinEmis_best,MinTime_best,MinCost_mean,MinCost_std,MinEmis_mean,MinEmis_std,MinTime_mean,MinTime_std,boost_triggered_best
0,0.0,0.0,inf,,0.0,0.0,0.0,0.0,0.0,0.0,6339701.917043131,8264498524.815531,419.4371428571428,6339782.642746579,226130.93438850256,8577273587.140076,578366792.7562145,423.8636666666668,9.198924227583495,1
1,0.0,0.0,inf,,0.0,0.0,0.0,0.0,0.0,0.0,6339701.917043131,8264498524.815531,419.4371428571428,6339782.642746579,226130.93438850256,8577273587.140076,578366792.7562145,423.8636666666668,9.198924227583495,1
2,0.0,0.0,inf,,0.0,0.0,0.0,0.0,0.0,0.0,6339701.917043131,8264498524.815531,419.4371428571428,6339782.642746579,226130.93438850256,8577273587.140076,578366792.7562145,423.8636666666668,9.198924227583495,1
3,0.0,0.0,inf,,0.0,0.0,0.00013333333333333334,0.0007180219742846003,0.00013333333333333334,0.0007180219742846003,6339701.917043131,8264498524.815531,419.4371428571428,6339782.642746579,226130.93438850256,8577273587.140076,578366792.7562145,423.8636666666668,9.198924227583495,1
4,0.0,0.0,inf,,0.0,0.0,0.0009333333333333333,0.0028627880738111857,0.0009333333333333333,0.0028627880738111857,6339701.917043131,8264498524.815531,419.4371428571428,6339782.642746579,226130.93438850256,8577273587.140076,578366792.7562145,423.8636666666668,9.198924227583495,1
5,0.0,0.0,inf,,0.0,0.0,0.006933333333333335,0.018357438698128777,0.006933333333333335,0.018357438698128777,6339701.917043131,8264498524.815531,419.4371428571428,6327883.014192405,238533.4921038254,8553150980.6003,603352448.1332626,423.8636666666668,9.198924227583495,1
6,0.0,0.0,inf,,0.0,0.0,0.027200000000000002,0.052096321047331806,0.027200000000000002,0.052096321047331806,6339701.917043131,8264498524.815531,419.4371428571428,6312962.648265398,237977.23703976904,8519068903.2282715,600589008.2497063,422.6027380952382,8.314366963490997,1
7,0.0,0.0,inf,,0.0,0.0,0.07213333333333335,0.11634653220253517,0.07213333333333335,0.11634653220253517,6339701.917043131,8264498524.815531,419.4371428571428,6242629.137269962,233942.91260368927,8351437014.436414,590855719.4574383,421.2180238095239,8.340291280513057,1
8,0.0,0.0,inf,,0.0,0.0,0.17240000000000003,0.20114167478007475,0.17240000000000003,0.20114167478007475,6047125.39134417,7501425946.914269,407.8542857142857,6164291.598634083,196845.0098230888,8160580346.16328,521174357.8544758,417.2509841269842,7.811160356431215,0
9,0.0,0.0,inf,,0.0,0.0,0.3432,0.27493785964589645,0.3432,0.27493785964589645,5975369.520669258,7461494228.314981,407.8542857142857,6071722.93568654,166576.9078654656,7900416232.763002,425779578.467142,414.97250793650795,6.516916283396391,0
